"","date","year","day","hhmmss","pixel_number","BH_Block","BH_Vine","BH_Leaf","round","E","A","Ci","gsw","Fv.Fm","Tleaf","Tair","VPDleaf","RHcham","Leaf_wp_bar","leaf_temp_C","Stem_wp_bar","Leak","wrong_vine","treatment","Rep"
"383",2019-07-25,2019,206,"08:36:27",34,"B1_R2",3,3,2,0.003484528,21.62157216,150.8331619,0.188170855,0.780944786,30.38594194,32.2446,1.889256448,50.94517005,NA,NA,NA,NA,NA,1,2
"384",2019-07-25,2019,206,"10:46:18",34,"B1_R2",3,3,3,0.005720404,15.1668981,234.2354143,0.169728024,0.828194567,39.06036452,39.81333548,3.355321152,50.32910823,NA,NA,NA,NA,NA,1,2
"385",2019-07-25,2019,206,"12:58:15",34,"B1_R2",3,3,4,0.003917371,11.00331241,178.7590854,0.089344865,0.8031225,42.58672258,42.40588065,4.2365639,50.6458775,NA,NA,NA,NA,NA,1,2
"386",2019-07-25,2019,206,"16:33:26",34,"B1_R2",3,3,5,0.007562946,11.97973457,209.6707828,0.124295102,0.780944786,41.55627097,44.44174194,6.001231216,21.90685536,NA,NA,NA,NA,NA,1,2
"387",2019-07-25,2019,206,"08:30:25",34,"B1_R2",6,3,2,0.004658704,12.55460532,297.836443,0.256498203,0.780944786,30.09986452,31.65458065,1.883414686,51.28726673,NA,NA,NA,NA,NA,1,2
"388",2019-07-25,2019,206,"10:53:13",34,"B1_R2",6,3,3,0.010587676,22.84920828,283.1293256,0.392486384,0.828194567,37.33747419,39.22105484,2.835444416,50.43848036,NA,NA,NA,NA,NA,1,2
"389",2019-07-25,2019,206,"12:54:50",34,"B1_R2",6,3,4,0.010775035,24.28896866,265.144924,0.360839563,0.8031225,39.45159355,41.71300968,3.095123654,50.54503808,NA,NA,NA,NA,NA,1,2
"390",2019-07-25,2019,206,"16:36:02",34,"B1_R2",6,3,5,0.012981366,17.0306411,243.1882885,0.230749222,0.780944786,42.27620645,44.2808129,5.659154815,29.12698358,NA,NA,NA,NA,NA,1,2
"391",2019-07-25,2019,206,"8:31:17",55,"B1_R3",1,3,2,0.002448619,10.8478994,229.7526384,0.113497619,0.8031225,31.0473,31.7726129,2.165550749,50.02171739,NA,NA,NA,NA,NA,1,3
"392",2019-07-25,2019,206,"10:51:50",55,"B1_R3",1,3,3,0.004950839,13.60101596,263.959846,0.189037084,0.780944786,36.86749032,38.81902581,2.630162255,52.15566776,NA,NA,NA,NA,NA,1,3
"393",2019-07-25,2019,206,"13:34:29",55,"B1_R3",1,3,4,0.00451804,7.573924059,250.8443545,0.098827392,0.828194567,43.85676452,44.41762581,4.398823924,50.09972331,NA,NA,NA,NA,NA,1,3
"394",2019-07-25,2019,206,"16:53:25",55,"B1_R3",1,3,5,0.004986946,7.835142897,238.0443916,0.094915927,0.8031225,44.68401905,45.05765714,5.049118914,45.86063899,NA,NA,NA,NA,NA,1,3
"395",2019-07-25,2019,206,"8:36:56",55,"B1_R3",4,3,2,0.001392866,7.092833517,228.4633264,0.071945784,0.8031225,30.26765484,32.10582581,1.925611531,49.9770691,NA,NA,NA,NA,NA,1,3
"396",2019-07-25,2019,206,"10:46:16",55,"B1_R3",4,3,3,0.002695736,9.605177753,176.0200863,0.076017553,0.780944786,39.33192581,39.34552581,3.450288082,51.72744537,NA,NA,NA,NA,NA,1,3
"397",2019-07-25,2019,206,"13:39:35",55,"B1_R3",4,3,4,0.004316143,6.295011603,245.1722736,0.080624092,0.828194567,44.43957419,44.7412129,5.133327833,44.47747826,NA,NA,NA,NA,NA,1,3
"398",2019-07-25,2019,206,"16:58:35",55,"B1_R3",4,3,5,0.001719995,3.647597503,177.3488264,0.030093735,0.8031225,44.37654286,44.52685714,5.426440921,41.53245725,NA,NA,NA,NA,NA,1,3
"399",2019-07-25,2019,206,"8:42:56",55,"B1_R3",5,3,2,0.00229692,9.088261043,255.8864061,0.112587654,0.8031225,30.98172581,32.54518065,2.046667142,49.95533233,NA,NA,NA,NA,NA,1,3
"400",2019-07-25,2019,206,"10:39:26",55,"B1_R3",5,3,3,0.003379058,13.39923599,173.1511564,0.105148559,0.780944786,38.18539677,38.45206452,3.158206998,52.27484383,NA,NA,NA,NA,NA,1,3
"401",2019-07-25,2019,206,"13:44:07",55,"B1_R3",5,3,4,0.0043461,6.938054157,238.2937963,0.083617768,0.828194567,44.4406,44.5776,4.98384921,46.44558108,NA,NA,NA,NA,NA,1,3
"402",2019-07-25,2019,206,"17:01:55",55,"B1_R3",5,3,5,0.0049298,9.23522918,238.1342825,0.109448848,0.8031225,42.79701429,44.13817143,4.368643912,45.85643011,NA,NA,NA,NA,NA,1,3
"403",2019-07-25,2019,206,"08:50:24",67,"B1_R4",2,3,2,0.002329008,9.162141689,226.4614308,0.093699756,0.828194567,33.42745484,34.25726774,2.464890005,49.9954037,NA,NA,NA,NA,NA,1,1
"404",2019-07-25,2019,206,"10:24:34",67,"B1_R4",2,3,3,0.004090179,15.57566779,206.595337,0.143381859,0.8031225,35.80402581,36.10376774,2.852578708,50.84523895,NA,NA,NA,NA,NA,1,1
"405",2019-07-25,2019,206,"13:16:31",67,"B1_R4",2,3,4,0.004559097,6.750575098,220.7399205,0.074216607,0.780944786,45.10743871,45.66834194,5.887220572,38.1410283,NA,NA,NA,NA,NA,1,1
"406",2019-07-25,2019,206,"16:46:57",67,"B1_R4",2,3,5,0.003794342,4.330589723,266.5592649,0.06778162,0.828194567,46.894775,47.0491625,5.276883557,49.92337633,NA,NA,NA,NA,NA,1,1
"407",2019-07-25,2019,206,"08:56:21",67,"B1_R4",3,3,2,0.003163837,10.23883853,256.1117743,0.129661197,0.828194567,33.40216129,34.47345484,2.44066127,49.70581622,NA,NA,NA,NA,NA,1,1
"408",2019-07-25,2019,206,"10:28:47",67,"B1_R4",3,3,3,0.003372962,10.53056673,225.367642,0.108420008,0.8031225,36.90018065,37.20820323,3.077235633,50.07732411,NA,NA,NA,NA,NA,1,1
"409",2019-07-25,2019,206,"13:10:49",67,"B1_R4",3,3,4,0.006143332,10.26200982,211.4985123,0.105851639,0.780944786,45.16929355,45.92073548,5.59368643,40.86126683,NA,NA,NA,NA,NA,1,1
"410",2019-07-25,2019,206,"16:56:20",67,"B1_R4",3,3,5,0.001646802,1.746662251,276.6737791,0.030031351,0.828194567,46.40194688,46.47171563,5.132734158,50.26521975,NA,NA,NA,NA,NA,1,1
"411",2019-07-25,2019,206,"09:03:53",67,"B1_R4",5,3,2,0.002772725,10.90370691,230.9530145,0.114507543,0.828194567,33.47233548,34.69970645,2.412612982,49.95632312,NA,NA,NA,NA,NA,1,1
"412",2019-07-25,2019,206,"10:31:37",67,"B1_R4",5,3,3,0.006211321,15.82498486,258.2956267,0.217257594,0.8031225,36.96608065,37.70769032,2.897403123,51.8243358,NA,NA,NA,NA,NA,1,1
"413",2019-07-25,2019,206,"13:04:23",67,"B1_R4",5,3,4,0.002555542,4.049209258,201.7908496,0.039205559,0.780944786,45.70253226,45.77014516,6.185087996,37.9754704,NA,NA,NA,NA,NA,1,1
"414",2019-07-25,2019,206,"17:03:58",67,"B1_R4",5,3,5,0.002206995,2.288251256,274.1191093,0.038674344,0.828194567,46.57263125,46.2875375,5.35460133,49.46577268,NA,NA,NA,NA,NA,1,1
"415",2019-07-25,2019,206,"09:00:19",23,"B2_R1",1,3,2,0.004056349,13.85036319,254.9518381,0.191989313,0.780944786,32.2619871,33.95324194,2.149494783,50.60629198,NA,NA,NA,NA,NA,2,1
"416",2019-07-25,2019,206,"10:19:19",23,"B2_R1",1,3,3,0.006697779,14.59814279,268.499213,0.213510643,0.828194567,38.70403548,40.07508065,3.155831086,50.51005653,NA,NA,NA,NA,NA,2,1
"417",2019-07-25,2019,206,"13:19:59",23,"B2_R1",1,3,4,0.005583652,11.48539769,230.8583087,0.130045724,0.8031225,41.76125484,42.54462258,4.203446802,46.40982395,NA,NA,NA,NA,NA,2,1
"418",2019-07-25,2019,206,"16:13:50",23,"B2_R1",1,3,5,0.005759148,7.094880445,211.8728431,0.07613529,0.780944786,43.76140645,44.27590645,7.350868587,18.18903586,NA,NA,NA,NA,NA,2,1
"419",2019-07-25,2019,206,"08:55:14",23,"B2_R1",3,3,2,0.005109874,18.9055243,226.2671536,0.24693765,0.780944786,31.96530323,33.58112581,2.133585381,50.42939761,NA,NA,NA,NA,NA,2,1
"420",2019-07-25,2019,206,"10:25:16",23,"B2_R1",3,3,3,0.006792348,17.6963038,246.4919384,0.216521681,0.828194567,38.36630323,39.55095161,3.162303711,50.13056207,NA,NA,NA,NA,NA,2,1
"421",2019-07-25,2019,206,"13:15:34",23,"B2_R1",3,3,4,0.005872139,12.96604104,236.6696023,0.150189594,0.8031225,41.76249355,42.34257419,3.838662945,51.25725328,NA,NA,NA,NA,NA,2,1
"422",2019-07-25,2019,206,"16:16:57",23,"B2_R1",3,3,5,0.009164544,11.1369804,228.3550149,0.134356066,0.780944786,43.26007742,44.33916452,6.715103558,22.45225002,NA,NA,NA,NA,NA,2,1
"423",2019-07-25,2019,206,"08:49:51",23,"B2_R1",5,3,2,0.003917381,10.96734339,281.9266532,0.180227143,0.780944786,32.375,33.44144516,2.204853605,51.60526513,NA,NA,NA,NA,NA,2,1
"424",2019-07-25,2019,206,"10:31:02",23,"B2_R1",5,3,3,0.007045178,15.20919971,274.2997996,0.233948661,0.828194567,37.8189,39.00492258,3.051880302,50.37116129,NA,NA,NA,NA,NA,2,1
"425",2019-07-25,2019,206,"13:08:17",23,"B2_R1",5,3,4,0.011451742,18.64281722,292.3367688,0.360875931,0.8031225,40.38050645,42.14917419,3.27924564,51.59167839,NA,NA,NA,NA,NA,2,1
"426",2019-07-25,2019,206,"16:20:04",23,"B2_R1",5,3,5,0.016094786,17.69115213,269.7482885,0.306107356,0.780944786,42.11839355,44.12622581,5.37621392,31.68218753,NA,NA,NA,NA,NA,2,1
"427",2019-07-25,2019,206,"9:00:20",35,"B2_R2",2,3,2,0.006364671,13.69570955,320.3607346,0.348439792,0.8031225,31.11320968,33.20271935,1.933312157,51.02348663,NA,NA,NA,NA,NA,2,2
"428",2019-07-25,2019,206,"11:13:53",35,"B2_R2",2,3,3,0.006864051,11.16616134,295.9448969,0.211839482,0.780944786,39.87078065,40.75415806,3.244717668,53.35729818,NA,NA,NA,NA,NA,2,2
"429",2019-07-25,2019,206,"12:22:11",35,"B2_R2",2,3,4,0.006938984,14.43624432,249.5532867,0.18530102,0.828194567,41.02982581,41.85155161,3.715073436,50.3266857,NA,NA,NA,NA,NA,2,2
"430",2019-07-25,2019,206,"17:18:38",35,"B2_R2",2,3,5,0.007420334,12.32274158,249.7585842,0.163811835,0.8031225,42.88768095,43.90348571,4.451815137,45.95452557,NA,NA,NA,NA,NA,2,2
"431",2019-07-25,2019,206,"8:54:08",35,"B2_R2",3,3,2,0.006706995,14.6400458,321.2541299,0.381209087,0.8031225,30.67757097,32.87740645,1.877225056,50.8604296,NA,NA,NA,NA,NA,2,2
"432",2019-07-25,2019,206,"11:06:51",35,"B2_R2",3,3,3,0.009621548,17.48308179,288.4007672,0.32552916,0.780944786,39.32947742,40.29502903,3.040495039,54.59449151,NA,NA,NA,NA,NA,2,2
"433",2019-07-25,2019,206,"12:30:20",35,"B2_R2",3,3,4,0.009525301,18.4518964,259.0140883,0.258368709,0.828194567,41.52307742,42.61692581,3.711459058,50.81718595,NA,NA,NA,NA,NA,2,2
"434",2019-07-25,2019,206,"17:23:27",35,"B2_R2",3,3,5,0.005659865,10.78582174,227.9580429,0.121870558,0.8031225,42.55665238,44.05096667,4.527768917,43.15760693,NA,NA,NA,NA,NA,2,2
"435",2019-07-25,2019,206,"8:49:35",35,"B2_R2",5,3,2,0.006100698,13.72717704,317.8799348,0.334169532,0.8031225,30.66634839,32.68028387,1.928258026,50.34210966,NA,NA,NA,NA,NA,2,2
"436",2019-07-25,2019,206,"10:59:58",35,"B2_R2",5,3,3,0.010989719,27.22729331,265.305998,0.436459315,0.780944786,38.01191935,39.33044516,2.663157638,55.90209769,NA,NA,NA,NA,NA,2,2
"437",2019-07-25,2019,206,"12:37:07",35,"B2_R2",5,3,4,0.01051406,16.68297973,280.4369696,0.287376058,0.828194567,41.71075161,43.07124194,3.704277721,50.62327086,NA,NA,NA,NA,NA,2,2
"438",2019-07-25,2019,206,"17:28:11",35,"B2_R2",5,3,5,0.008841966,13.24206961,264.1070672,0.19967411,0.8031225,42.84009048,43.98837143,4.387393408,46.22165772,NA,NA,NA,NA,NA,2,2
"439",2019-07-25,2019,206,"08:29:11",48,"B2_R3",2,3,2,0.003613861,11.89468915,276.1185863,0.17589,0.828194567,31.20660645,32.63416452,2.08671396,50.07055277,NA,NA,NA,NA,NA,2,3
"440",2019-07-25,2019,206,"11:00:41",48,"B2_R3",2,3,3,0.007542987,19.23762133,236.0188361,0.222589271,0.8031225,39.06645161,39.22940323,3.421634074,51.02971402,NA,NA,NA,NA,NA,2,3
"441",2019-07-25,2019,206,"12:56:43",48,"B2_R3",2,3,4,0.006091754,9.497383545,248.1482493,0.123756248,0.780944786,43.97829677,45.27517742,4.775028214,44.67058038,NA,NA,NA,NA,NA,2,3
"442",2019-07-25,2019,206,"16:25:24",48,"B2_R3",2,3,5,0.006377475,8.654494907,263.8132587,0.129657406,0.828194567,45.60470313,46.3798,4.727987848,50.40872537,NA,NA,NA,NA,NA,2,3
"443",2019-07-25,2019,206,"08:36:38",48,"B2_R3",4,3,2,0.004257262,12.74942834,276.7766794,0.192003313,0.828194567,32.22056452,33.34475484,2.256535559,50.05988929,NA,NA,NA,NA,NA,2,3
"444",2019-07-25,2019,206,"10:55:01",48,"B2_R3",4,3,3,0.003914413,11.97401621,220.5685419,0.120730565,0.8031225,37.90953226,38.59083548,3.208012741,49.70883809,NA,NA,NA,NA,NA,2,3
"445",2019-07-25,2019,206,"12:50:01",48,"B2_R3",4,3,4,0.005879993,10.51139576,227.5176364,0.118028027,0.780944786,44.28976452,45.16047419,4.819830055,46.00675929,NA,NA,NA,NA,NA,2,3
"446",2019-07-25,2019,206,"16:30:14",48,"B2_R3",4,3,5,0.006496693,10.21144016,240.3845813,0.12619503,0.828194567,45.35885938,46.14976875,4.957222956,47.54199678,NA,NA,NA,NA,NA,2,3
"447",2019-07-25,2019,206,"08:42:23",48,"B2_R3",5,3,2,0.004332866,13.0989529,274.6126271,0.193601189,0.828194567,32.4095871,33.63356452,2.277599751,49.84572779,NA,NA,NA,NA,NA,2,3
"448",2019-07-25,2019,206,"10:47:27",48,"B2_R3",5,3,3,0.00671063,15.51822888,268.2343831,0.228133216,0.8031225,37.9002871,38.96869355,2.9809927,51.8958148,NA,NA,NA,NA,NA,2,3
"449",2019-07-25,2019,206,"12:44:02",48,"B2_R3",5,3,4,0.005733326,11.08963475,211.4007303,0.116190442,0.780944786,44.35295161,45.06549355,4.768864767,47.07453563,NA,NA,NA,NA,NA,2,3
"450",2019-07-25,2019,206,"16:35:42",48,"B2_R3",5,3,5,0.005611488,7.002996488,259.3625344,0.102504034,0.828194567,45.63016875,46.13479063,5.242291663,46.13765021,NA,NA,NA,NA,NA,2,3
"451",2019-07-25,2019,206,"08:05:20",27,"B3_R1",1,3,2,0.003166763,12.90839999,249.2661689,0.152694718,0.828194567,30.07390323,30.54576129,2.100122424,49.55693686,NA,NA,NA,NA,NA,3,1
"452",2019-07-25,2019,206,"11:13:51",27,"B3_R1",1,3,3,0.006566618,14.77045834,282.0657574,0.242747123,0.8031225,37.35257097,39.45775484,2.751731057,51.03747659,NA,NA,NA,NA,NA,3,1
"453",2019-07-25,2019,206,"12:34:49",27,"B3_R1",1,3,4,0.007300085,13.94582608,241.6862994,0.171184736,0.780944786,43.5426,44.30461935,4.178630187,51.17753203,NA,NA,NA,NA,NA,3,1
"454",2019-07-25,2019,206,"17:28:25",27,"B3_R1",1,3,5,0.007921714,9.569616556,277.8099541,0.165331407,0.828194567,43.38702188,44.0181125,4.697189761,45.49533511,NA,NA,NA,NA,NA,3,1
"455",2019-07-25,2019,206,"08:12:08",27,"B3_R1",3,3,2,0.004337316,14.75722171,272.2159433,0.216679871,0.828194567,30.54535806,31.59865806,2.054750323,50.15327331,NA,NA,NA,NA,NA,3,1
"456",2019-07-25,2019,206,"11:19:44",27,"B3_R1",3,3,3,0.006661252,17.70369514,240.4202367,0.209882784,0.8031225,38.77307097,39.78398065,3.194435546,51.12716137,NA,NA,NA,NA,NA,3,1
"457",2019-07-25,2019,206,"12:28:36",27,"B3_R1",3,3,4,0.007605854,16.23895753,241.7454862,0.19739693,0.780944786,42.37475161,43.05375484,3.812368184,52.74463806,NA,NA,NA,NA,NA,3,1
"458",2019-07-25,2019,206,"17:34:06",27,"B3_R1",3,3,5,0.007354538,12.98114177,262.6606452,0.185942462,0.828194567,42.10487188,43.2196375,3.902796896,49.91238563,NA,NA,NA,NA,NA,3,1
"459",2019-07-25,2019,206,"08:18:07",27,"B3_R1",6,3,2,0.004498797,14.41383767,277.1024614,0.219282645,0.828194567,31.22181613,32.53288387,2.104084444,50.08454494,NA,NA,NA,NA,NA,3,1
"460",2019-07-25,2019,206,"11:21:33",27,"B3_R1",6,3,3,0.008021895,17.47435121,252.9789213,0.233090101,0.8031225,39.61825161,39.89880968,3.475975033,51.36943277,NA,NA,NA,NA,NA,3,1
"461",2019-07-25,2019,206,"12:21:16",27,"B3_R1",6,3,4,0.006735593,12.6575985,259.0072889,0.177875244,0.780944786,41.65022258,42.45470645,3.740675206,51.54717438,NA,NA,NA,NA,NA,3,1
"462",2019-07-25,2019,206,"17:40:36",27,"B3_R1",6,3,5,0.006839723,11.83806195,258.1141224,0.164333663,0.828194567,42.33866875,43.01748125,4.085520738,49.52036945,NA,NA,NA,NA,NA,3,1
"463",2019-07-25,2019,206,"8:24:14",45,"B3_R2",2,3,2,0.002178836,9.722694961,248.9705671,0.113307296,0.8031225,29.9817,31.57933548,1.933149326,49.81863685,NA,NA,NA,NA,NA,3,2
"464",2019-07-25,2019,206,"10:30:59",45,"B3_R2",2,3,3,0.005440934,14.81857463,247.4021777,0.186342372,0.780944786,37.39922903,37.9199,2.930343459,53.00242532,NA,NA,NA,NA,NA,3,2
"465",2019-07-25,2019,206,"12:46:59",45,"B3_R2",2,3,4,0.007504913,14.22955561,244.8216832,0.178145672,0.828194567,43.06401613,43.84725484,4.14305337,50.37090198,NA,NA,NA,NA,NA,3,2
"466",2019-07-25,2019,206,"16:25:57",45,"B3_R2",2,3,5,0.006028308,6.831474555,281.6667798,0.123049484,0.8031225,45.47077143,45.89784762,4.70537998,51.21562599,NA,NA,NA,NA,NA,3,2
"467",2019-07-25,2019,206,"8:17:39",45,"B3_R2",3,3,2,0.003981664,13.34360587,298.3503014,0.249475793,0.8031225,28.98626774,31.12401613,1.657451874,51.968528,NA,NA,NA,NA,NA,3,2
"468",2019-07-25,2019,206,"10:24:45",45,"B3_R2",3,3,3,0.00722662,19.39393383,252.5128466,0.25573143,0.780944786,36.35081613,37.19601613,2.892315149,50.09788266,NA,NA,NA,NA,NA,3,2
"469",2019-07-25,2019,206,"12:54:11",45,"B3_R2",3,3,4,0.008550497,14.0859615,263.7549942,0.207300161,0.828194567,43.17295161,44.29022903,4.080920606,50.43017893,NA,NA,NA,NA,NA,3,2
"470",2019-07-25,2019,206,"16:30:59",45,"B3_R2",3,3,5,0.005479103,7.209549064,271.3275629,0.114931144,0.8031225,44.64427143,45.42189048,4.58841847,49.4881031,NA,NA,NA,NA,NA,3,2
"471",2019-07-25,2019,206,"8:11:14",45,"B3_R2",5,3,2,0.003046706,11.7249457,264.7470084,0.158866899,0.8031225,29.51796129,30.41480323,1.950676202,50.26849981,NA,NA,NA,NA,NA,3,2
"472",2019-07-25,2019,206,"10:18:52",45,"B3_R2",5,3,3,0.008367077,23.81541831,261.2320727,0.34303449,0.780944786,36.23638065,37.16180645,2.542102602,55.09851575,NA,NA,NA,NA,NA,3,2
"473",2019-07-25,2019,206,"13:04:34",45,"B3_R2",5,3,4,0.006640705,9.938278133,255.5649302,0.137952864,0.828194567,43.38738065,44.20622903,4.696876862,45.05854726,NA,NA,NA,NA,NA,3,2
"474",2019-07-25,2019,206,"16:36:15",45,"B3_R2",5,3,5,0.005648607,7.087515902,266.8766193,0.11062302,0.8031225,45.01007143,44.98912381,4.908394486,49.15484233,NA,NA,NA,NA,NA,3,2
"475",2019-07-25,2019,206,"08:20:26",54,"B3_R3",2,3,2,0.005045072,12.62895563,305.6410537,0.269768996,0.780944786,30.30027742,31.39359355,1.943562557,51.82322268,NA,NA,NA,NA,NA,3,3
"476",2019-07-25,2019,206,"11:01:54",54,"B3_R3",2,3,3,0.006995734,15.70592173,260.3301356,0.216030257,0.828194567,38.73669032,39.7008129,3.259355927,50.27906134,NA,NA,NA,NA,NA,3,3
"477",2019-07-25,2019,206,"12:33:37",54,"B3_R3",2,3,4,0.006120405,10.44800316,291.3259426,0.192580388,0.8031225,40.00879355,41.67515806,3.167308192,52.44491786,NA,NA,NA,NA,NA,3,3
"478",2019-07-25,2019,206,"16:49:41",54,"B3_R3",2,3,5,0.007708373,13.16360652,268.7796948,0.202424454,0.780944786,42.70664516,44.14763226,3.75804121,52.01426328,NA,NA,NA,NA,NA,3,3
"479",2019-07-25,2019,206,"08:14:53",54,"B3_R3",4,3,2,0.00217483,9.592691803,246.9456094,0.113613598,0.780944786,29.69503226,30.82494516,1.921065464,50.71752388,NA,NA,NA,NA,NA,3,3
"480",2019-07-25,2019,206,"11:07:22",54,"B3_R3",4,3,3,0.006768865,14.93299054,259.5039954,0.204511396,0.828194567,39.04362258,39.82548387,3.319581577,50.69662088,NA,NA,NA,NA,NA,3,3
"481",2019-07-25,2019,206,"12:29:45",54,"B3_R3",4,3,4,0.004689461,11.13398961,237.2232765,0.127592791,0.8031225,40.39516129,41.18454516,3.61007612,50.17210529,NA,NA,NA,NA,NA,3,3
"482",2019-07-25,2019,206,"16:52:45",54,"B3_R3",4,3,5,0.003966418,6.766697933,257.4416325,0.092588474,0.780944786,43.2689871,44.21489677,4.116652782,50.71764171,NA,NA,NA,NA,NA,3,3
"483",2019-07-25,2019,206,"08:07:26",54,"B3_R3",6,3,2,0.003553824,11.63670117,283.2140601,0.200732181,0.780944786,28.76664839,29.73617419,1.816347039,51.26974348,NA,NA,NA,NA,NA,3,3
"484",2019-07-25,2019,206,"11:13:27",54,"B3_R3",6,3,3,0.006651276,17.23820431,242.167604,0.204305898,0.828194567,38.73375484,39.83127742,3.268121126,49.79504053,NA,NA,NA,NA,NA,3,3
"485",2019-07-25,2019,206,"12:21:12",54,"B3_R3",6,3,4,0.008547504,15.68846054,285.8242628,0.277803687,0.8031225,38.54408065,39.79546774,3.145014048,50.60776765,NA,NA,NA,NA,NA,3,3
"486",2019-07-25,2019,206,"16:55:26",54,"B3_R3",6,3,5,0.004909738,12.4497265,207.5791338,0.120144807,0.780944786,42.92845161,43.76350645,3.956305008,51.97521523,NA,NA,NA,NA,NA,3,3
"487",2019-07-28,2019,209,"5:58:44",34,"B1_R2",1,1,1,0.000791173,2.040427968,344.6308788,0.072135803,0.818931809,21.65847097,23.9198871,1.10436657,50.13675232,-3.7,NA,NA,"No","No",1,2
"488",2019-07-28,2019,209,"08:57:39",34,"B1_R2",1,1,2,0.00680786,14.6005658,284.282105,0.301549824,0.791868226,34.26644706,36.43255294,2.343030427,50.38942512,-10.2,"30.1",NA,"No","No",1,2
"489",2019-07-28,2019,209,"11:38:09",34,"B1_R2",1,1,3,0.005889281,9.067976102,227.1484884,0.111805043,-2.468867793,41.72094286,42.06841429,5.170765588,35.68470779,-14.8,"38",NA,"No","No",1,2
"490",2019-07-28,2019,209,"13:49:05",34,"B1_R2",1,1,4,0.005529316,7.344130693,257.275601,0.114216322,0.791868226,45.47076129,46.46090645,4.641973915,50.37194666,-14.5,"41.1",-9.4,"No","No",1,2
"491",2019-07-28,2019,209,"16:44:25",34,"B1_R2",1,1,5,0.007198919,6.68016899,275.6557407,0.132036546,-2.468867793,45.39493871,46.03200645,5.267287539,44.95807081,-13.2,"37.4",NA,"No","No",1,2
"492",2019-07-28,2019,209,NA,34,"B1_R2",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA
"493",2019-07-28,2019,209,NA,34,"B1_R2",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA
"494",2019-07-28,2019,209,NA,34,"B1_R2",2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA
"495",2019-07-28,2019,209,NA,34,"B1_R2",2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA
"496",2019-07-28,2019,209,NA,34,"B1_R2",2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA
"497",2019-07-28,2019,209,NA,34,"B1_R2",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA
"498",2019-07-28,2019,209,NA,34,"B1_R2",3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA
"499",2019-07-28,2019,209,NA,34,"B1_R2",3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA
"500",2019-07-28,2019,209,NA,34,"B1_R2",3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA
"501",2019-07-28,2019,209,NA,34,"B1_R2",3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA
"502",2019-07-28,2019,209,"5:55:38",34,"B1_R2",4,1,1,0.00059897,1.292354552,341.3714283,0.043152947,0.818536258,23.20258065,23.97216452,1.386236211,49.10567787,-3,NA,NA,"No","No",1,2
"503",2019-07-28,2019,209,"08:51:04",34,"B1_R2",4,1,2,0.008486836,13.189425,293.5472007,0.315601629,0.791868226,34.76898824,36.79894118,2.801863094,44.4939709,-6.9,"31.4",NA,"No","No",1,2
"504",2019-07-28,2019,209,"11:33:27",34,"B1_R2",4,1,3,0.009908512,16.68843496,257.0685504,0.283630343,-2.468867793,38.91485714,41.37935714,3.581073224,42.78719814,-15,"32.2",NA,"No","No",1,2
"505",2019-07-28,2019,209,"13:43:41",34,"B1_R2",4,1,4,0.008665196,11.21262488,258.3165152,0.18810866,0.791868226,45.02266452,45.74450323,4.50186015,51.40337676,-13.4,"37.9",-9.4,"No","No",1,2
"506",2019-07-28,2019,209,"16:39:19",34,"B1_R2",4,1,5,0.005414195,4.863178714,277.8646442,0.095782686,-2.468867793,45.53776452,46.1554,5.414944308,43.94006411,-14.8,"34.2",NA,"No","No",1,2
"507",2019-07-28,2019,209,"5:53:19",34,"B1_R2",5,1,1,0.000892729,2.356993392,334.4546078,0.069998954,0.823782831,22.70266774,24.01037419,1.28236153,49.61935203,-1.5,NA,NA,"No","No",1,2
"508",2019-07-28,2019,209,"08:44:31",34,"B1_R2",5,1,2,0.009830749,18.04783833,298.9255927,0.502736614,0.791868226,33.15144118,35.86079412,2.125805994,50.13202056,-5.8,"27.5",NA,"No","No",1,2
"509",2019-07-28,2019,209,"11:28:49",34,"B1_R2",5,1,3,0.014218409,19.69223772,282.8186564,0.492000072,-2.468867793,38.96427143,41.44358571,3.093086748,48.97093998,-11.9,"29.3",NA,"No","No",1,2
"510",2019-07-28,2019,209,"13:38:00",34,"B1_R2",5,1,4,0.018130427,17.74658679,293.2205484,0.548488772,0.791868226,42.974,45.61161935,3.517450783,51.85995357,-12,"33",-6.3,"No","No",1,2
