"","X","date","year","day","hhmmss","pixel_number","BH_Block","BH_Vine","BH_Leaf","round","E","A","Ci","gsw","Fv.Fm","Tleaf","Tair","VPDleaf","RHcham","Leaf_wp_bar","Stem_wp_bar","Leak","wrong_vine","treatment","Rep","leaf_temp_C"
"915",458,"2019-07-05",2019,186,"12:55:40",35,"B1_R1",3,3,"midday",0.006618244,18.31348711,235.7102336,0.207004865,0.816962262,38.17175806,38.97665484,3.227128696,49.76423565,NA,NA,NA,NA,2,2,NA
"916",458,"2019-07-25",2019,206,"17:34:06",27,"B3_R1",3,3,"5",0.007354538,12.98114177,262.6606452,0.185942462,0.828194567,42.10487188,43.2196375,3.902796896,49.91238563,NA,NA,NA,NA,3,1,NA
"917",459,"2019-07-05",2019,186,"13:01:03",35,"B1_R1",4,3,"midday",0.003006384,9.530966494,205.5291515,0.087431686,0.816962262,38.73901613,39.05217742,3.370377241,50.49666899,NA,NA,NA,NA,2,2,NA
"918",459,"2019-07-25",2019,206,"08:18:07",27,"B3_R1",6,3,"2",0.004498797,14.41383767,277.1024614,0.219282645,0.828194567,31.22181613,32.53288387,2.104084444,50.08454494,NA,NA,NA,NA,3,1,NA
"919",460,"2019-07-05",2019,186,"13:05:52",35,"B1_R1",5,3,"midday",0.010128736,18.44113481,295.7706751,0.362435628,0.816962262,37.57153548,38.9370129,2.923918344,51.12665196,NA,NA,NA,NA,2,2,NA
"920",460,"2019-07-25",2019,206,"11:21:33",27,"B3_R1",6,3,"3",0.008021895,17.47435121,252.9789213,0.233090101,0.8031225,39.61825161,39.89880968,3.475975033,51.36943277,NA,NA,NA,NA,3,1,NA
"921",461,"2019-07-05",2019,186,"12:39:35",45,"B1_R2",4,3,"midday",0.001379111,4.19113671,208.6981604,0.039217419,0.816962262,38.98369677,39.42382258,3.403099947,50.32199023,NA,NA,NA,NA,3,1,NA
"922",461,"2019-07-25",2019,206,"12:21:16",27,"B3_R1",6,3,"4",0.006735593,12.6575985,259.0072889,0.177875244,0.780944786,41.65022258,42.45470645,3.740675206,51.54717438,NA,NA,NA,NA,3,1,NA
"923",462,"2019-07-05",2019,186,"12:49:12",45,"B1_R2",6,3,"midday",0.001581993,6.790297228,134.7112266,0.043897276,0.816962262,38.95025161,39.03909032,3.494629376,49.89362686,NA,NA,NA,NA,3,1,NA
"924",462,"2019-07-25",2019,206,"17:40:36",27,"B3_R1",6,3,"5",0.006839723,11.83806195,258.1141224,0.164333663,0.828194567,42.33866875,43.01748125,4.085520738,49.52036945,NA,NA,NA,NA,3,1,NA
"925",463,"2019-07-05",2019,186,"13:36:52",55,"B1_R3",1,3,"midday",0.003071923,9.270696699,187.6814669,0.078156509,0.816962262,39.39177419,39.41659677,3.84236234,46.3944747,NA,NA,NA,NA,1,1,NA
"926",463,"2019-07-25",2019,206,"8:24:14",45,"B3_R2",2,3,"2",0.002178836,9.722694961,248.9705671,0.113307296,0.8031225,29.9817,31.57933548,1.933149326,49.81863685,NA,NA,NA,NA,3,2,NA
"927",464,"2019-07-05",2019,186,"13:28:53",55,"B1_R3",3,3,"midday",0.000448887,2.489077103,53.51695653,0.011992746,0.816962262,39.63552581,39.79964194,3.593155707,50.13664776,NA,NA,NA,NA,1,1,NA
"928",464,"2019-07-25",2019,206,"10:30:59",45,"B3_R2",2,3,"3",0.005440934,14.81857463,247.4021777,0.186342372,0.780944786,37.39922903,37.9199,2.930343459,53.00242532,NA,NA,NA,NA,3,2,NA
"929",465,"2019-07-05",2019,186,"13:21:09",55,"B1_R3",4,3,"midday",0.000694646,3.409621263,88.91781914,0.018483947,0.816962262,39.78973226,39.90551935,3.611180279,50.42624226,NA,NA,NA,NA,1,1,NA
"930",465,"2019-07-25",2019,206,"12:46:59",45,"B3_R2",2,3,"4",0.007504913,14.22955561,244.8216832,0.178145672,0.828194567,43.06401613,43.84725484,4.14305337,50.37090198,NA,NA,NA,NA,3,2,NA
"931",466,"2019-07-12",2019,193,NA,35,"B1_R1",1,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"932",466,"2019-07-25",2019,206,"16:25:57",45,"B3_R2",2,3,"5",0.006028308,6.831474555,281.6667798,0.123049484,0.8031225,45.47077143,45.89784762,4.70537998,51.21562599,NA,NA,NA,NA,3,2,NA
"933",467,"2019-07-12",2019,193,"8:52:27",35,"B1_R1",1,1,"2",0.001711432,8.610678549,253.7656633,0.103349968,0.822410922,27.67663871,29.1381,1.668250526,50.70613316,-7.7,NA,"No","No",2,2,NA
"934",467,"2019-07-25",2019,206,"8:17:39",45,"B3_R2",3,3,"2",0.003981664,13.34360587,298.3503014,0.249475793,0.8031225,28.98626774,31.12401613,1.657451874,51.968528,NA,NA,NA,NA,3,2,NA
"935",468,"2019-07-12",2019,193,"12:03:19",35,"B1_R1",1,1,"3",0.003105799,10.18648617,193.2723906,0.087873891,0.822410922,38.7464871,38.60515161,3.462250285,50.43245132,-11,NA,"No","No",2,2,NA
"936",468,"2019-07-25",2019,206,"10:24:45",45,"B3_R2",3,3,"3",0.00722662,19.39393383,252.5128466,0.25573143,0.780944786,36.35081613,37.19601613,2.892315149,50.09788266,NA,NA,NA,NA,3,2,NA
"937",469,"2019-07-12",2019,193,"14:15:27",35,"B1_R1",1,1,"4",0.005239791,15.16108469,219.7129945,0.159925165,0.822410922,40.37296774,42.24005806,3.233739092,51.85435152,-14.6,-9.5,"No","No",2,2,NA
"938",469,"2019-07-25",2019,206,"12:54:11",45,"B3_R2",3,3,"4",0.008550497,14.0859615,263.7549942,0.207300161,0.828194567,43.17295161,44.29022903,4.080920606,50.43017893,NA,NA,NA,NA,3,2,NA
"939",470,"2019-07-12",2019,193,"17:23:12",35,"B1_R1",1,1,"5",0.006048681,11.59946146,251.5170964,0.151992829,0.760068969,42.02076129,42.71648065,3.882706889,51.0504183,-14.75,NA,"No","No",2,2,NA
"940",470,"2019-07-25",2019,206,"16:30:59",45,"B3_R2",3,3,"5",0.005479103,7.209549064,271.3275629,0.114931144,0.8031225,44.64427143,45.42189048,4.58841847,49.4881031,NA,NA,NA,NA,3,2,NA
"941",471,"2019-07-12",2019,193,"19:34:21",35,"B1_R1",1,1,"6",-0.000167969,1.793940407,692.2165418,-0.009393405,0.822410922,34.98166129,35.55209677,1.710832739,67.51766762,-9.7,NA,"No","No",2,2,NA
"942",471,"2019-07-25",2019,206,"8:11:14",45,"B3_R2",5,3,"2",0.003046706,11.7249457,264.7470084,0.158866899,0.8031225,29.51796129,30.41480323,1.950676202,50.26849981,NA,NA,NA,NA,3,2,NA
"943",472,"2019-07-12",2019,193,NA,35,"B1_R1",2,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"944",472,"2019-07-25",2019,206,"10:18:52",45,"B3_R2",5,3,"3",0.008367077,23.81541831,261.2320727,0.34303449,0.780944786,36.23638065,37.16180645,2.542102602,55.09851575,NA,NA,NA,NA,3,2,NA
"945",473,"2019-07-12",2019,193,NA,35,"B1_R1",2,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"946",473,"2019-07-25",2019,206,"13:04:34",45,"B3_R2",5,3,"4",0.006640705,9.938278133,255.5649302,0.137952864,0.828194567,43.38738065,44.20622903,4.696876862,45.05854726,NA,NA,NA,NA,3,2,NA
"947",474,"2019-07-12",2019,193,NA,35,"B1_R1",2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"948",474,"2019-07-25",2019,206,"16:36:15",45,"B3_R2",5,3,"5",0.005648607,7.087515902,266.8766193,0.11062302,0.8031225,45.01007143,44.98912381,4.908394486,49.15484233,NA,NA,NA,NA,3,2,NA
"949",475,"2019-07-12",2019,193,NA,35,"B1_R1",2,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"950",475,"2019-07-25",2019,206,"08:20:26",54,"B3_R3",2,3,"2",0.005045072,12.62895563,305.6410537,0.269768996,0.780944786,30.30027742,31.39359355,1.943562557,51.82322268,NA,NA,NA,NA,3,3,NA
"951",476,"2019-07-12",2019,193,NA,35,"B1_R1",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"952",476,"2019-07-25",2019,206,"11:01:54",54,"B3_R3",2,3,"3",0.006995734,15.70592173,260.3301356,0.216030257,0.828194567,38.73669032,39.7008129,3.259355927,50.27906134,NA,NA,NA,NA,3,3,NA
"953",477,"2019-07-12",2019,193,NA,35,"B1_R1",2,1,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"954",477,"2019-07-25",2019,206,"12:33:37",54,"B3_R3",2,3,"4",0.006120405,10.44800316,291.3259426,0.192580388,0.8031225,40.00879355,41.67515806,3.167308192,52.44491786,NA,NA,NA,NA,3,3,NA
"955",478,"2019-07-12",2019,193,"05:43:48",35,"B1_R1",3,1,"1",0.001376622,-0.560343959,399.9979066,0.132316718,0.740639561,19.36459677,20.38203548,1.06472212,49.57463927,-2.55,NA,"No","No",2,2,NA
"956",478,"2019-07-25",2019,206,"16:49:41",54,"B3_R3",2,3,"5",0.007708373,13.16360652,268.7796948,0.202424454,0.780944786,42.70664516,44.14763226,3.75804121,52.01426328,NA,NA,NA,NA,3,3,NA
"957",479,"2019-07-12",2019,193,NA,35,"B1_R1",3,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"958",479,"2019-07-25",2019,206,"08:14:53",54,"B3_R3",4,3,"2",0.00217483,9.592691803,246.9456094,0.113613598,0.780944786,29.69503226,30.82494516,1.921065464,50.71752388,NA,NA,NA,NA,3,3,NA
"959",480,"2019-07-12",2019,193,NA,35,"B1_R1",3,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"960",480,"2019-07-25",2019,206,"11:07:22",54,"B3_R3",4,3,"3",0.006768865,14.93299054,259.5039954,0.204511396,0.828194567,39.04362258,39.82548387,3.319581577,50.69662088,NA,NA,NA,NA,3,3,NA
"961",481,"2019-07-12",2019,193,NA,35,"B1_R1",3,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"962",481,"2019-07-25",2019,206,"12:29:45",54,"B3_R3",4,3,"4",0.004689461,11.13398961,237.2232765,0.127592791,0.8031225,40.39516129,41.18454516,3.61007612,50.17210529,NA,NA,NA,NA,3,3,NA
"963",482,"2019-07-12",2019,193,NA,35,"B1_R1",3,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"964",482,"2019-07-25",2019,206,"16:52:45",54,"B3_R3",4,3,"5",0.003966418,6.766697933,257.4416325,0.092588474,0.780944786,43.2689871,44.21489677,4.116652782,50.71764171,NA,NA,NA,NA,3,3,NA
"965",483,"2019-07-12",2019,193,NA,35,"B1_R1",3,1,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"966",483,"2019-07-25",2019,206,"08:07:26",54,"B3_R3",6,3,"2",0.003553824,11.63670117,283.2140601,0.200732181,0.780944786,28.76664839,29.73617419,1.816347039,51.26974348,NA,NA,NA,NA,3,3,NA
"967",484,"2019-07-12",2019,193,"05:48:51",35,"B1_R1",4,1,"1",0.011716295,-0.365456026,397.3549747,5.955620977,0.784850776,16.771,19.79793226,0.464251876,62.66768221,-2.46,NA,"No","No",2,2,NA
"968",484,"2019-07-25",2019,206,"11:13:27",54,"B3_R3",6,3,"3",0.006651276,17.23820431,242.167604,0.204305898,0.828194567,38.73375484,39.83127742,3.268121126,49.79504053,NA,NA,NA,NA,3,3,NA
"969",485,"2019-07-12",2019,193,"8:57:39",35,"B1_R1",4,1,"2",0.001909896,9.634234962,245.7618128,0.11026757,0.822410922,28.46596774,29.75818065,1.745323194,51.26178828,-8.6,NA,"No","No",2,2,NA
"970",485,"2019-07-25",2019,206,"12:21:12",54,"B3_R3",6,3,"4",0.008547504,15.68846054,285.8242628,0.277803687,0.8031225,38.54408065,39.79546774,3.145014048,50.60776765,NA,NA,NA,NA,3,3,NA
"971",486,"2019-07-12",2019,193,"12:08:19",35,"B1_R1",4,1,"3",0.003529278,11.55259812,201.1643355,0.103499953,0.822410922,38.28480323,38.56402258,3.356558351,49.59815538,-12,NA,"No","No",2,2,NA
"972",486,"2019-07-25",2019,206,"16:55:26",54,"B3_R3",6,3,"5",0.004909738,12.4497265,207.5791338,0.120144807,0.780944786,42.92845161,43.76350645,3.956305008,51.97521523,NA,NA,NA,NA,3,3,NA
"973",487,"2019-07-12",2019,193,"14:30:23",35,"B1_R1",4,1,"4",0.003201756,10.59536053,179.6838946,0.086921274,0.822410922,41.27398065,42.57217419,3.564920245,51.42296249,-14.4,-9.9,"No","No",2,2,NA
"974",487,"2019-07-28",2019,209,"5:58:44",34,"B1_R2",1,1,"1",0.000791173,2.040427968,344.6308788,0.072135803,0.818931809,21.65847097,23.9198871,1.10436657,50.13675232,-3.7,NA,"No","No",1,2,NA
"975",488,"2019-07-12",2019,193,"17:28:25",35,"B1_R1",4,1,"5",0.003719175,8.86055327,214.8115239,0.088123327,0.760068969,42.15554839,42.54061935,4.056991798,50.16120078,-14.88,NA,"No","No",2,2,NA
"976",488,"2019-07-28",2019,209,"08:57:39",34,"B1_R2",1,1,"2",0.00680786,14.6005658,284.282105,0.301549824,0.791868226,34.26644706,36.43255294,2.343030427,50.38942512,-10.2,NA,"No","No",1,2,"30.1"
"977",489,"2019-07-12",2019,193,"19:39:11",35,"B1_R1",4,1,"6",-0.001004398,2.715276887,468.2392428,-0.052403724,0.822410922,35.06886452,35.30725806,1.814761245,67.10282484,-10,NA,"No","No",2,2,NA
"978",489,"2019-07-28",2019,209,"11:38:09",34,"B1_R2",1,1,"3",0.005889281,9.067976102,227.1484884,0.111805043,-2.468867793,41.72094286,42.06841429,5.170765588,35.68470779,-14.8,NA,"No","No",1,2,"38"
"979",490,"2019-07-12",2019,193,"05:53:51",35,"B1_R1",5,1,"1",0.010572548,-0.486182097,397.4349833,4.911064326,0.811447325,15.42363871,19.26167419,0.458058664,58.02262914,-1.88,NA,"No","Yes (6)",2,2,NA
"980",490,"2019-07-28",2019,209,"13:49:05",34,"B1_R2",1,1,"4",0.005529316,7.344130693,257.275601,0.114216322,0.791868226,45.47076129,46.46090645,4.641973915,50.37194666,-14.5,-9.4,"No","No",1,2,"41.1"
"981",491,"2019-07-12",2019,193,NA,35,"B1_R1",5,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"982",491,"2019-07-28",2019,209,"16:44:25",34,"B1_R2",1,1,"5",0.007198919,6.68016899,275.6557407,0.132036546,-2.468867793,45.39493871,46.03200645,5.267287539,44.95807081,-13.2,NA,"No","No",1,2,"37.4"
"983",492,"2019-07-12",2019,193,NA,35,"B1_R1",5,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"984",492,"2019-07-28",2019,209,NA,34,"B1_R2",2,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"985",493,"2019-07-12",2019,193,NA,35,"B1_R1",5,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"986",493,"2019-07-28",2019,209,NA,34,"B1_R2",2,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"987",494,"2019-07-12",2019,193,NA,35,"B1_R1",5,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"988",494,"2019-07-28",2019,209,NA,34,"B1_R2",2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"989",495,"2019-07-12",2019,193,NA,35,"B1_R1",5,1,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"990",495,"2019-07-28",2019,209,NA,34,"B1_R2",2,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"991",496,"2019-07-12",2019,193,NA,35,"B1_R1",6,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",2,2,NA
"992",496,"2019-07-28",2019,209,NA,34,"B1_R2",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"993",497,"2019-07-12",2019,193,"9:02:05",35,"B1_R1",6,1,"2",0.005479375,15.44220485,316.3954898,0.382093886,0.822410922,27.95809677,29.90831613,1.53766354,53.04109607,-7.1,NA,"No","No",2,2,NA
"994",497,"2019-07-28",2019,209,NA,34,"B1_R2",3,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"995",498,"2019-07-12",2019,193,"12:14:18",35,"B1_R1",6,1,"3",0.010206404,23.74063059,269.6684285,0.364757602,0.822410922,37.3621,38.63073871,2.927783316,50.85166881,-10.8,NA,"No","No",2,2,NA
"996",498,"2019-07-28",2019,209,NA,34,"B1_R2",3,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"997",499,"2019-07-12",2019,193,"14:24:21",35,"B1_R1",6,1,"4",0.008957827,14.40193854,281.0210517,0.250743794,0.822410922,41.2712129,42.07849677,3.59327679,52.4178546,-13.5,-10.1,"No","No",2,2,NA
"998",499,"2019-07-28",2019,209,NA,34,"B1_R2",3,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"999",500,"2019-07-12",2019,193,"17:33:09",35,"B1_R1",6,1,"5",0.003180032,6.358020198,243.3502545,0.076879779,0.760068969,41.91196129,42.23203226,3.967694402,50.78163245,-13.07,NA,"No","No",2,2,NA
"1000",500,"2019-07-28",2019,209,NA,34,"B1_R2",3,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1001",501,"2019-07-12",2019,193,"19:44:36",35,"B1_R1",6,1,"6",0.000659878,2.072556236,257.0501713,0.026070539,0.822410922,33.96540323,35.07795484,2.460521756,50.63082938,-5.9,NA,"No","No",2,2,NA
"1002",501,"2019-07-28",2019,209,NA,34,"B1_R2",3,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1003",502,"2019-07-12",2019,193,"05:59:12",45,"B1_R2",1,1,"1",0.009608473,-0.268028085,396.8752706,2.766666006,0.8120701,15.47796452,19.11813548,0.570699739,53.74973224,-2.67,NA,"No","No",3,1,NA
"1004",502,"2019-07-28",2019,209,"5:55:38",34,"B1_R2",4,1,"1",0.00059897,1.292354552,341.3714283,0.043152947,0.818536258,23.20258065,23.97216452,1.386236211,49.10567787,-3,NA,"No","No",1,2,NA
"1005",503,"2019-07-12",2019,193,"9:15:20",45,"B1_R2",1,1,"2",0.00285185,26.83163421,63.32359438,0.145861697,0.822410922,30.11626774,30.50979032,1.981267404,52.60586638,-10.1,NA,"No","No",3,1,NA
"1006",503,"2019-07-28",2019,209,"08:51:04",34,"B1_R2",4,1,"2",0.008486836,13.189425,293.5472007,0.315601629,0.791868226,34.76898824,36.79894118,2.801863094,44.4939709,-6.9,NA,"No","No",1,2,"31.4"
"1007",504,"2019-07-12",2019,193,"11:42:44",45,"B1_R2",1,1,"3",0.004618973,14.32453465,209.3451721,0.135993241,0.822410922,38.57989355,38.84598387,3.366060565,50.27249619,-14.3,NA,"No","No",3,1,NA
"1008",504,"2019-07-28",2019,209,"11:33:27",34,"B1_R2",4,1,"3",0.009908512,16.68843496,257.0685504,0.283630343,-2.468867793,38.91485714,41.37935714,3.581073224,42.78719814,-15,NA,"No","No",1,2,"32.2"
"1009",505,"2019-07-12",2019,193,"13:53:15",45,"B1_R2",1,1,"4",0.001906665,5.010580459,205.4721747,0.046643538,0.822410922,41.25996129,41.59712258,3.928524653,49.55269359,-15.2,-11.1,"No","No",3,1,NA
"1010",505,"2019-07-28",2019,209,"13:43:41",34,"B1_R2",4,1,"4",0.008665196,11.21262488,258.3165152,0.18810866,0.791868226,45.02266452,45.74450323,4.50186015,51.40337676,-13.4,-9.4,"No","No",1,2,"37.9"
"1011",506,"2019-07-12",2019,193,"17:04:56",45,"B1_R2",1,1,"5",0.003297823,7.01828474,220.1030983,0.072993255,0.760068969,43.67421935,44.19406452,4.30220063,50.79997664,-14.51,NA,"No","No",3,1,NA
"1012",506,"2019-07-28",2019,209,"16:39:19",34,"B1_R2",4,1,"5",0.005414195,4.863178714,277.8646442,0.095782686,-2.468867793,45.53776452,46.1554,5.414944308,43.94006411,-14.8,NA,"No","No",1,2,"34.2"
"1013",507,"2019-07-12",2019,193,"19:18:38",45,"B1_R2",1,1,"6",0.000273272,3.346061051,28.75164456,0.014646138,0.822410922,35.2038871,36.57924194,1.795560688,63.57036169,-10.7,NA,"No","No",3,1,NA
"1014",507,"2019-07-28",2019,209,"5:53:19",34,"B1_R2",5,1,"1",0.000892729,2.356993392,334.4546078,0.069998954,0.823782831,22.70266774,24.01037419,1.28236153,49.61935203,-1.5,NA,"No","No",1,2,NA
"1015",508,"2019-07-12",2019,193,NA,45,"B1_R2",2,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1016",508,"2019-07-28",2019,209,"08:44:31",34,"B1_R2",5,1,"2",0.009830749,18.04783833,298.9255927,0.502736614,0.791868226,33.15144118,35.86079412,2.125805994,50.13202056,-5.8,NA,"No","No",1,2,"27.5"
"1017",509,"2019-07-12",2019,193,NA,45,"B1_R2",2,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1018",509,"2019-07-28",2019,209,"11:28:49",34,"B1_R2",5,1,"3",0.014218409,19.69223772,282.8186564,0.492000072,-2.468867793,38.96427143,41.44358571,3.093086748,48.97093998,-11.9,NA,"No","No",1,2,"29.3"
"1019",510,"2019-07-12",2019,193,NA,45,"B1_R2",2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1020",510,"2019-07-28",2019,209,"13:38:00",34,"B1_R2",5,1,"4",0.018130427,17.74658679,293.2205484,0.548488772,0.791868226,42.974,45.61161935,3.517450783,51.85995357,-12,-6.3,"No","No",1,2,"33"
"1021",511,"2019-07-12",2019,193,NA,45,"B1_R2",2,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1022",511,"2019-07-28",2019,209,"16:33:38",34,"B1_R2",5,1,"5",0.012959329,15.90382636,268.4916411,0.321535233,-2.468867793,44.92713548,46.52793548,4.051481515,53.24910935,-13,NA,"No","No",1,2,"33.5"
"1023",512,"2019-07-12",2019,193,NA,45,"B1_R2",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1024",512,"2019-07-28",2019,209,NA,34,"B1_R2",6,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA
"1025",513,"2019-07-12",2019,193,NA,45,"B1_R2",2,1,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1026",513,"2019-07-28",2019,209,NA,34,"B1_R2",6,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA
"1027",514,"2019-07-12",2019,193,"06:02:57",45,"B1_R2",3,1,"1",0.003354439,-0.203003638,394.5586467,0.357696054,0.819749354,17.35332903,19.27253548,1.013156177,43.48607489,-3.06,NA,"No","No",3,1,NA
"1028",514,"2019-07-28",2019,209,NA,34,"B1_R2",6,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA
"1029",515,"2019-07-12",2019,193,NA,45,"B1_R2",3,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1030",515,"2019-07-28",2019,209,NA,34,"B1_R2",6,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA
"1031",516,"2019-07-12",2019,193,NA,45,"B1_R2",3,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1032",516,"2019-07-28",2019,209,NA,34,"B1_R2",6,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA
"1033",517,"2019-07-12",2019,193,NA,45,"B1_R2",3,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1034",517,"2019-07-28",2019,209,NA,55,"B1_R3",1,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1035",518,"2019-07-12",2019,193,NA,45,"B1_R2",3,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1036",518,"2019-07-28",2019,209,NA,55,"B1_R3",1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1037",519,"2019-07-12",2019,193,NA,45,"B1_R2",3,1,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1038",519,"2019-07-28",2019,209,NA,55,"B1_R3",1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1039",520,"2019-07-12",2019,193,"06:05:43",45,"B1_R2",4,1,"1",0.000472761,-0.121783382,397.6611193,0.047469767,0.787027048,18.07088387,19.42236774,1.000360722,47.71104863,-3.07,NA,"No","No",3,1,NA
"1040",520,"2019-07-28",2019,209,NA,55,"B1_R3",1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1041",521,"2019-07-12",2019,193,"9:20:18",45,"B1_R2",4,1,"2",0.002236247,11.18021609,223.1182253,0.111595611,0.822410922,30.02209355,30.48115806,2.014963204,51.39472657,-10.6,NA,"No","No",3,1,NA
"1042",521,"2019-07-28",2019,209,NA,55,"B1_R3",1,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1043",522,"2019-07-12",2019,193,"11:49:42",45,"B1_R2",4,1,"3",0.002440556,9.376721311,155.8233764,0.067130574,0.822410922,39.08886774,38.70949677,3.540658488,50.88003319,-14.5,NA,"No","No",3,1,NA
"1044",522,"2019-07-28",2019,209,"05:56:33",55,"B1_R3",2,1,"1",0.000144347,-0.395901734,454.5322163,0.009897891,0.773311875,24.05097097,24.8346871,1.440611482,49.66041953,-1.5,NA,"No","No",1,3,NA
"1045",523,"2019-07-12",2019,193,"13:59:51",45,"B1_R2",4,1,"4",0.001962238,6.162026974,141.3821578,0.042093273,0.822410922,43.12103226,42.52647742,4.448380885,50.67268487,-15.8,-12.1,"No","No",3,1,NA
"1046",523,"2019-07-28",2019,209,"9:45:25",55,"B1_R3",2,1,"2",0.003917921,7.578665034,250.5948561,0.104272914,-2.468867793,37.16512581,38.13566774,3.721860117,39.3665047,-14,NA,"No","No",1,3,"31.3"
"1047",524,"2019-07-12",2019,193,"17:10:12",45,"B1_R2",4,1,"5",0.001255127,3.157612147,177.6878335,0.025698389,0.760068969,44.17663871,44.12964516,4.593078805,50.39632301,-14.82,NA,"No","No",3,1,NA
