"","date","day","year","block_id","round","leaf_temp","Leak","wrong_vine","pixel_number","treatment","BLOCK","SUB_BLOCK","LEAF","VINE","stem_wp_MPa","leaf_wp_MPa"
"214","6/30/21",181,2021,"B3R3_NW",4,36,"no","no",54,3,"B3R3","_NW","_1","_5.5",-1.02,-1.31
"215","6/30/21",181,2021,"B3R3_SW",4,NA,"no","no",56,3,"B3R3","_SW","_1","_5.7",-0.7,-1.45
"216","6/30/21",181,2021,"B3R3_SW",4,27.2,"no","no",65,3,"B3R3","_SW","_1","_5.10",-0.8,-1.07
"217","6/30/21",181,2021,"B1R1_NE",1,NA,"no","no",4,1,"B1R1","_NE","_1","_5.12",NA,-0.63
"218","6/30/21",181,2021,"B1R1_NE",1,NA,"no","no",13,1,"B1R1","_NE","_1","_5.3",NA,-0.62
"219","6/30/21",181,2021,"B1R1_SW",1,NA,"no","no",6,1,"B1R1","_SW","_1","_5.8",NA,-0.44
"220","6/30/21",181,2021,"B1R3_NW",1,NA,"no","no",44,1,"B1R3","_NW","_1","_5.6",NA,-0.5
"221","6/30/21",181,2021,"B1R3_NW",1,NA,"no","no",53,1,"B1R3","_NW","_1","_5.11",NA,-0.5
"222","6/30/21",181,2021,"B1R3_SW",1,NA,"no","no",46,1,"B1R3","_SW","_1","_5.4",NA,-0.35
"223","6/30/21",181,2021,"B1R4_NE",1,NA,"no","no",58,1,"B1R4","_NE","_1","_5.10",NA,-0.54
"224","6/30/21",181,2021,"B1R4_NE",1,NA,"no","no",67,1,"B1R4","_NE","_1","_5.14",NA,-0.56
"225","6/30/21",181,2021,"B1R4_SW",1,NA,"no","no",60,1,"B1R4","_SW","_1","_5.7",NA,-0.4
"226","6/30/21",181,2021,"B2R1_NE",1,NA,"no","no",23,2,"B2R1","_NE","_1","_5.7",NA,-0.58
"227","6/30/21",181,2021,"B2R1_SE",1,NA,"no","no",16,2,"B2R1","_SE","_1","_5.11",NA,-0.4
"228","6/30/21",181,2021,"B2R1_SE",1,NA,"no","no",25,2,"B2R1","_SE","_1","_5.7",NA,-0.3
"229","6/30/21",181,2021,"B2R2_NE",1,NA,"no","no",24,2,"B2R2","_NE","_1","_5.4",NA,-0.22
"230","6/30/21",181,2021,"B2R2_NE",1,NA,"no","no",33,2,"B2R2","_NE","_1","_5.12",NA,-0.44
"231","6/30/21",181,2021,"B2R2_SE",1,NA,"no","no",35,2,"B2R2","_SE","_1","_5.3",NA,-0.2
"232","6/30/21",181,2021,"B2R3_NE",1,NA,"no","no",48,2,"B2R3","_NE","_1","_5.9",NA,-0.48
"233","6/30/21",181,2021,"B2R3_SW",1,NA,"no","no",49,2,"B2R3","_SW","_1","_5.3",NA,-0.22
"234","6/30/21",181,2021,"B2R3_SW",1,NA,"no","no",50,2,"B2R3","_SW","_1","_5.14",NA,-0.24
"235","6/30/21",181,2021,"B3R1_NE",1,NA,"no","no",27,3,"B3R1","_NE","_1","_5.5",NA,-0.38
"236","6/30/21",181,2021,"B3R1_NE",1,NA,"no","no",20,3,"B3R1","_NE","_1","_5.8",NA,-0.34
"237","6/30/21",181,2021,"B3R1_SE",1,NA,"no","no",29,3,"B3R1","_SE","_1","_5.8",NA,-0.3
"238","6/30/21",181,2021,"B3R2_NW",1,NA,"no","no",34,3,"B3R2","_NW","_1","_5.13",NA,-0.44
"239","6/30/21",181,2021,"B3R2_SW",1,NA,"no","no",36,3,"B3R2","_SW","_1","_5.9",NA,-0.28
"240","6/30/21",181,2021,"B3R2_SW",1,NA,"no","no",45,3,"B3R2","_SW","_1","_5.12",NA,-0.42
"241","6/30/21",181,2021,"B3R3_NW",1,NA,"no","no",54,3,"B3R3","_NW","_1","_5.5",NA,-0.55
"242","6/30/21",181,2021,"B3R3_SW",1,NA,"no","no",56,3,"B3R3","_SW","_1","_5.7",NA,-0.38
"243","6/30/21",181,2021,"B3R3_SW",1,NA,"no","no",65,3,"B3R3","_SW","_1","_5.10",NA,-0.36
"244","7/7/21",188,2021,"B1R1_NE",4,42.9,"no","no",4,1,"B1R1","_NE","_1","_5.12",-1.09,-1.4
"245","7/7/21",188,2021,"B1R1_NE",4,40.2,"no","no",13,1,"B1R1","_NE","_1","_5.3",-1.17,-1.34
"246","7/7/21",188,2021,"B1R1_SW",4,37.2,"no","no",6,1,"B1R1","_SW","_1","_5.8",-1.08,-1.32
"247","7/7/21",188,2021,"B1R3_NW",4,42,"no","no",44,1,"B1R3","_NW","_1","_5.6",-1.08,-1.42
"248","7/7/21",188,2021,"B1R3_NW",4,42.3,"no","no",53,1,"B1R3","_NW","_1","_5.11",-0.92,-1.2
"249","7/7/21",188,2021,"B1R3_SW",4,34.5,"no","no",46,1,"B1R3","_SW","_1","_5.4",-1.05,-1.45
"250","7/7/21",188,2021,"B1R4_NE",4,42.5,"no","no",58,1,"B1R4","_NE","_1","_5.10",-0.97,-1.41
"251","7/7/21",188,2021,"B1R4_NE",4,38.8,"no","no",67,1,"B1R4","_NE","_1","_5.14",-1.02,-1.7
"252","7/7/21",188,2021,"B1R4_SW",4,34.8,"no","no",60,1,"B1R4","_SW","_1","_5.7",-1.21,-1.5
"253","7/7/21",188,2021,"B2R1_NE",4,41.1,"yes","no",23,2,"B2R1","_NE","_1","_5.7",-1.04,-1.36
"254","7/7/21",188,2021,"B2R1_SE",4,28.8,"no","no",16,2,"B2R1","_SE","_1","_5.11",-0.9,-1.4
"255","7/7/21",188,2021,"B2R1_SE",4,28.2,"no","no",25,2,"B2R1","_SE","_1","_5.7",-1.1,-1.38
"256","7/7/21",188,2021,"B2R2_NE",4,NA,"no","no",24,2,"B2R2","_NE","_1","_5.4",NA,NA
"257","7/7/21",188,2021,"B2R2_NE",4,31.2,"no","no",33,2,"B2R2","_NE","_1","_5.12",-0.87,-1.16
"258","7/7/21",188,2021,"B2R2_SE",4,34.4,"no","no",35,2,"B2R2","_SE","_1","_5.3",-1.15,-1.45
"259","7/7/21",188,2021,"B2R3_NE",4,35.2,"yes","no",48,2,"B2R3","_NE","_1","_5.9",-0.98,-1.21
"260","7/7/21",188,2021,"B2R3_SW",4,32,"no","no",49,2,"B2R3","_SW","_1","_5.3",-0.98,-1.38
"261","7/7/21",188,2021,"B2R3_SW",4,33,"no","no",50,2,"B2R3","_SW","_1","_5.14",-1.1,-1.22
"262","7/7/21",188,2021,"B3R1_NE",4,37.2,"no","no",27,3,"B3R1","_NE","_1","_5.5",-0.92,-1.33
"263","7/7/21",188,2021,"B3R1_NE",4,33.5,"no","no",20,3,"B3R1","_NE","_1","_5.8",-1,-1.41
"264","7/7/21",188,2021,"B3R1_SE",4,39.9,"no","no",29,3,"B3R1","_SE","_1","_5.8",-0.98,-1.16
"265","7/7/21",188,2021,"B3R2_NW",4,32.5,"no","no",34,3,"B3R2","_NW","_1","_5.13",-0.99,-1.31
"266","7/7/21",188,2021,"B3R2_SW",4,29.2,"no","no",36,3,"B3R2","_SW","_1","_5.9",-1.2,-1.38
"267","7/7/21",188,2021,"B3R2_SW",4,31.1,"no","no",45,3,"B3R2","_SW","_1","_5.12",-1.15,-1.49
"268","7/7/21",188,2021,"B3R3_NW",4,38.1,"no","no",54,3,"B3R3","_NW","_1","_5.5",-0.99,-1.34
"269","7/7/21",188,2021,"B3R3_SW",4,29.8,"no","no",56,3,"B3R3","_SW","_1","_5.7",-0.9,-1.4
"270","7/7/21",188,2021,"B3R3_SW",4,28.8,"no","no",65,3,"B3R3","_SW","_1","_5.10",-1.06,-1.2
"271","7/7/21",188,2021,"B1R1_NE",1,NA,"no","no",4,1,"B1R1","_NE","_1","_5.12",NA,-0.83
"272","7/7/21",188,2021,"B1R1_NE",1,NA,"no","no",13,1,"B1R1","_NE","_1","_5.3",NA,-0.64
"273","7/7/21",188,2021,"B1R1_SW",1,NA,"no","no",6,1,"B1R1","_SW","_1","_5.8",NA,-0.71
"274","7/7/21",188,2021,"B1R3_NW",1,NA,"no","no",44,1,"B1R3","_NW","_1","_5.6",NA,-0.73
"275","7/7/21",188,2021,"B1R3_NW",1,NA,"no","no",53,1,"B1R3","_NW","_1","_5.11",NA,-0.73
"276","7/7/21",188,2021,"B1R3_SW",1,NA,"no","no",46,1,"B1R3","_SW","_1","_5.4",NA,-0.67
"277","7/7/21",188,2021,"B1R4_NE",1,NA,"no","no",58,1,"B1R4","_NE","_1","_5.10",NA,-0.69
"278","7/7/21",188,2021,"B1R4_NE",1,NA,"no","no",67,1,"B1R4","_NE","_1","_5.14",NA,-0.78
"279","7/7/21",188,2021,"B1R4_SW",1,NA,"no","no",60,1,"B1R4","_SW","_1","_5.7",NA,-0.72
"280","7/7/21",188,2021,"B2R1_NE",1,NA,"no","no",23,2,"B2R1","_NE","_1","_5.7",NA,-0.6
"281","7/7/21",188,2021,"B2R1_SE",1,NA,"no","no",16,2,"B2R1","_SE","_1","_5.11",NA,-0.68
"282","7/7/21",188,2021,"B2R1_SE",1,NA,"no","no",25,2,"B2R1","_SE","_1","_5.7",NA,-0.71
"283","7/7/21",188,2021,"B2R2_NE",1,NA,"no","no",24,2,"B2R2","_NE","_1","_5.4",NA,-0.78
"284","7/7/21",188,2021,"B2R2_NE",1,NA,"no","no",33,2,"B2R2","_NE","_1","_5.12",NA,-0.64
"285","7/7/21",188,2021,"B2R2_SE",1,NA,"no","no",35,2,"B2R2","_SE","_1","_5.3",NA,-0.8
"286","7/7/21",188,2021,"B2R3_NE",1,NA,"no","no",48,2,"B2R3","_NE","_1","_5.9",NA,-0.52
"287","7/7/21",188,2021,"B2R3_SW",1,NA,"no","no",49,2,"B2R3","_SW","_1","_5.3",NA,-0.63
"288","7/7/21",188,2021,"B2R3_SW",1,NA,"no","no",50,2,"B2R3","_SW","_1","_5.14",NA,-0.64
"289","7/7/21",188,2021,"B3R1_NE",1,NA,"no","no",27,3,"B3R1","_NE","_1","_5.5",NA,-0.61
"290","7/7/21",188,2021,"B3R1_NE",1,NA,"no","no",20,3,"B3R1","_NE","_1","_5.8",NA,-0.67
"291","7/7/21",188,2021,"B3R1_SE",1,NA,"no","no",29,3,"B3R1","_SE","_1","_5.8",NA,-0.62
"292","7/7/21",188,2021,"B3R2_NW",1,NA,"no","no",34,3,"B3R2","_NW","_1","_5.13",NA,-0.63
"293","7/7/21",188,2021,"B3R2_SW",1,NA,"no","no",36,3,"B3R2","_SW","_1","_5.9",NA,-0.7
"294","7/7/21",188,2021,"B3R2_SW",1,NA,"no","no",45,3,"B3R2","_SW","_1","_5.12",NA,-0.6
"295","7/7/21",188,2021,"B3R3_NW",1,NA,"no","no",54,3,"B3R3","_NW","_1","_5.5",NA,-0.62
"296","7/7/21",188,2021,"B3R3_SW",1,NA,"no","no",56,3,"B3R3","_SW","_1","_5.7",NA,-0.6
"297","7/7/21",188,2021,"B3R3_SW",1,NA,"no","no",65,3,"B3R3","_SW","_1","_5.10",NA,-0.58
"298","7/10/21",191,2021,"B1R1_NE",4,46.5,"no","no",4,1,"B1R1","_NE","_1","_5.12",-1.3,-1.84
"299","7/10/21",191,2021,"B1R1_NE",4,51.8,"no","no",13,1,"B1R1","_NE","_1","_5.3",-1.38,-1.72
"300","7/10/21",191,2021,"B1R1_SW",4,NA,"no","no",6,1,"B1R1","_SW","_1","_5.8",-1.75,-1.53
"301","7/10/21",191,2021,"B1R3_NW",4,45.2,"no","no",44,1,"B1R3","_NW","_1","_5.6",-1.46,-1.78
"302","7/10/21",191,2021,"B1R3_NW",4,44.1,"no","no",53,1,"B1R3","_NW","_1","_5.11",-1.29,-1.69
"303","7/10/21",191,2021,"B1R3_SW",4,NA,"no","no",46,1,"B1R3","_SW","_1","_5.4",NA,NA
"304","7/10/21",191,2021,"B1R4_NE",4,40.7,"no","no",58,1,"B1R4","_NE","_1","_5.10",-1.43,-1.48
"305","7/10/21",191,2021,"B1R4_NE",4,44.5,"no","no",67,1,"B1R4","_NE","_1","_5.14",-1.39,-1.82
"306","7/10/21",191,2021,"B1R4_SW",4,38.5,"no","no",60,1,"B1R4","_SW","_1","_5.7",-1.35,-1.5
"307","7/10/21",191,2021,"B2R1_NE",4,46,"no","no",23,2,"B2R1","_NE","_1","_5.7",-1.51,-1.51
"308","7/10/21",191,2021,"B2R1_SE",4,39.5,"no","no",16,2,"B2R1","_SE","_1","_5.11",-1.25,-1.45
"309","7/10/21",191,2021,"B2R1_SE",4,43.1,"no","no",25,2,"B2R1","_SE","_1","_5.7",-1.15,-1.51
"310","7/10/21",191,2021,"B2R2_NE",4,44.5,"no","no",24,2,"B2R2","_NE","_1","_5.4",-1.38,-1.76
"311","7/10/21",191,2021,"B2R2_NE",4,45.8,"no","no",33,2,"B2R2","_NE","_1","_5.12",-1.21,-1.73
"312","7/10/21",191,2021,"B2R2_SE",4,43.6,"no","no",35,2,"B2R2","_SE","_1","_5.3",-1.05,-1.31
"313","7/10/21",191,2021,"B2R3_NE",4,41.4,"no","no",48,2,"B2R3","_NE","_1","_5.9",-1.32,-1.78
"314","7/10/21",191,2021,"B2R3_SW",4,37.3,"no","no",49,2,"B2R3","_SW","_1","_5.3",-0.95,-1.35
"315","7/10/21",191,2021,"B2R3_SW",4,37.7,"no","no",50,2,"B2R3","_SW","_1","_5.14",-1.4,-1.15
"316","7/10/21",191,2021,"B3R1_NE",4,45.8,"no","no",27,3,"B3R1","_NE","_1","_5.5",-1.21,-1.53
"317","7/10/21",191,2021,"B3R1_NE",4,42.8,"no","no",20,3,"B3R1","_NE","_1","_5.8",-1.36,-1.69
"318","7/10/21",191,2021,"B3R1_SE",4,37.5,"no","no",29,3,"B3R1","_SE","_1","_5.8",-0.85,-1.4
"319","7/10/21",191,2021,"B3R2_NW",4,44.3,"no","no",34,3,"B3R2","_NW","_1","_5.13",-1.29,-1.65
"320","7/10/21",191,2021,"B3R2_SW",4,39.9,"no","no",36,3,"B3R2","_SW","_1","_5.9",-1.45,-1.75
"321","7/10/21",191,2021,"B3R2_SW",4,40.5,"no","no",45,3,"B3R2","_SW","_1","_5.12",-1.4,-2.05
"322","7/10/21",191,2021,"B3R3_NW",4,40.5,"no","no",54,3,"B3R3","_NW","_1","_5.5",-1.22,-1.62
"323","7/10/21",191,2021,"B3R3_SW",4,34,"no","no",56,3,"B3R3","_SW","_1","_5.7",-1.11,-1.8
"324","7/10/21",191,2021,"B3R3_SW",4,34.5,"no","no",65,3,"B3R3","_SW","_1","_5.10",-0.95,NA
"325","7/10/21",191,2021,"B1R1_NE",1,NA,"no","no",4,1,"B1R1","_NE","_1","_5.12",NA,-0.81
"326","7/10/21",191,2021,"B1R1_NE",1,NA,"no","no",13,1,"B1R1","_NE","_1","_5.3",NA,-0.65
"327","7/10/21",191,2021,"B1R1_SW",1,NA,"no","no",6,1,"B1R1","_SW","_1","_5.8",NA,NA
"328","7/10/21",191,2021,"B1R3_NW",1,NA,"no","no",44,1,"B1R3","_NW","_1","_5.6",NA,-0.7
"329","7/10/21",191,2021,"B1R3_NW",1,NA,"no","no",53,1,"B1R3","_NW","_1","_5.11",NA,-0.51
"330","7/10/21",191,2021,"B1R3_SW",1,NA,"no","no",46,1,"B1R3","_SW","_1","_5.4",NA,NA
"331","7/10/21",191,2021,"B1R4_NE",1,NA,"no","no",58,1,"B1R4","_NE","_1","_5.10",NA,-0.72
"332","7/10/21",191,2021,"B1R4_NE",1,NA,"no","no",67,1,"B1R4","_NE","_1","_5.14",NA,-0.61
"333","7/10/21",191,2021,"B1R4_SW",1,NA,"no","no",60,1,"B1R4","_SW","_1","_5.7",NA,NA
"334","7/10/21",191,2021,"B2R1_NE",1,NA,"no","no",23,2,"B2R1","_NE","_1","_5.7",NA,-0.4
"335","7/10/21",191,2021,"B2R1_SE",1,NA,"no","no",16,2,"B2R1","_SE","_1","_5.11",NA,NA
"336","7/10/21",191,2021,"B2R1_SE",1,NA,"no","no",25,2,"B2R1","_SE","_1","_5.7",NA,NA
"337","7/10/21",191,2021,"B2R2_NE",1,NA,"no","no",24,2,"B2R2","_NE","_1","_5.4",NA,-0.37
"338","7/10/21",191,2021,"B2R2_NE",1,NA,"no","no",33,2,"B2R2","_NE","_1","_5.12",NA,-0.38
"339","7/10/21",191,2021,"B2R2_SE",1,NA,"no","no",35,2,"B2R2","_SE","_1","_5.3",NA,NA
"340","7/10/21",191,2021,"B2R3_NE",1,NA,"no","no",48,2,"B2R3","_NE","_1","_5.9",NA,-0.44
"341","7/10/21",191,2021,"B2R3_SW",1,NA,"no","no",49,2,"B2R3","_SW","_1","_5.3",NA,NA
"342","7/10/21",191,2021,"B2R3_SW",1,NA,"no","no",50,2,"B2R3","_SW","_1","_5.14",NA,NA
"343","7/10/21",191,2021,"B3R1_NE",1,NA,"no","no",27,3,"B3R1","_NE","_1","_5.5",NA,-0.54
"344","7/10/21",191,2021,"B3R1_NE",1,NA,"no","no",20,3,"B3R1","_NE","_1","_5.8",NA,-0.55
"345","7/10/21",191,2021,"B3R1_SE",1,NA,"no","no",29,3,"B3R1","_SE","_1","_5.8",NA,NA
"346","7/10/21",191,2021,"B3R2_NW",1,NA,"no","no",34,3,"B3R2","_NW","_1","_5.13",NA,-0.32
"347","7/10/21",191,2021,"B3R2_SW",1,NA,"no","no",36,3,"B3R2","_SW","_1","_5.9",NA,NA
"348","7/10/21",191,2021,"B3R2_SW",1,NA,"no","no",45,3,"B3R2","_SW","_1","_5.12",NA,NA
"349","7/10/21",191,2021,"B3R3_NW",1,NA,"no","no",54,3,"B3R3","_NW","_1","_5.5",NA,-0.36
"350","7/10/21",191,2021,"B3R3_SW",1,NA,"no","no",56,3,"B3R3","_SW","_1","_5.7",NA,NA
"351","7/10/21",191,2021,"B3R3_SW",1,NA,"no","no",65,3,"B3R3","_SW","_1","_5.10",NA,NA
"352","7/14/21",195,2021,"B1R1_NE",4,40.6,"no","no",4,1,"B1R1","_NE","_1","_5.12",-0.89,-1.16
"353","7/14/21",195,2021,"B1R1_NE",4,36.7,"no","no",13,1,"B1R1","_NE","_1","_5.3",-0.91,-1.33
"354","7/14/21",195,2021,"B1R1_SW",4,40.1,"no","no",6,1,"B1R1","_SW","_1","_5.8",-1.06,-1.18
"355","7/14/21",195,2021,"B1R3_NW",4,36.5,"no","no",44,1,"B1R3","_NW","_1","_5.6",-0.78,-1.04
"356","7/14/21",195,2021,"B1R3_NW",4,30.2,"no","no",53,1,"B1R3","_NW","_1","_5.11",-0.79,-1.06
"357","7/14/21",195,2021,"B1R3_SW",4,38,"no","no",46,1,"B1R3","_SW","_1","_5.4",-1.12,-1.06
"358","7/14/21",195,2021,"B1R4_NE",4,34,"no","no",58,1,"B1R4","_NE","_1","_5.10",-0.91,-1.33
"359","7/14/21",195,2021,"B1R4_NE",4,33.3,"no","no",67,1,"B1R4","_NE","_1","_5.14",-0.89,-1.35
"360","7/14/21",195,2021,"B1R4_SW",4,32.9,"no","no",60,1,"B1R4","_SW","_1","_5.7",-0.88,-1.52
"361","7/14/21",195,2021,"B2R1_NE",4,37.9,"no","no",23,2,"B2R1","_NE","_1","_5.7",-0.87,-1.35
"362","7/14/21",195,2021,"B2R1_SE",4,32.9,"no","no",16,2,"B2R1","_SE","_1","_5.11",-0.95,-1.25
"363","7/14/21",195,2021,"B2R1_SE",4,39.3,"no","no",25,2,"B2R1","_SE","_1","_5.7",-0.91,-1.13
"364","7/14/21",195,2021,"B2R2_NE",4,35.2,"no","no",24,2,"B2R2","_NE","_1","_5.4",-0.82,-1.56
"365","7/14/21",195,2021,"B2R2_NE",4,33.5,"no","no",33,2,"B2R2","_NE","_1","_5.12",-0.81,-1.13
"366","7/14/21",195,2021,"B2R2_SE",4,34,"no","no",35,2,"B2R2","_SE","_1","_5.3",-0.83,-1.28
"367","7/14/21",195,2021,"B2R3_NE",4,34,"no","no",48,2,"B2R3","_NE","_1","_5.9",-0.8,-1.15
"368","7/14/21",195,2021,"B2R3_SW",4,36.1,"no","no",49,2,"B2R3","_SW","_1","_5.3",-1.13,-1.4
"369","7/14/21",195,2021,"B2R3_SW",4,32.5,"no","no",50,2,"B2R3","_SW","_1","_5.14",-1.12,-1.98
"370","7/14/21",195,2021,"B3R1_NE",4,30.6,"no","no",27,3,"B3R1","_NE","_1","_5.5",-0.98,-1.22
"371","7/14/21",195,2021,"B3R1_NE",4,32.8,"no","no",20,3,"B3R1","_NE","_1","_5.8",-0.86,-1.21
"372","7/14/21",195,2021,"B3R1_SE",4,36.5,"no","no",29,3,"B3R1","_SE","_1","_5.8",-1.04,-1.16
"373","7/14/21",195,2021,"B3R2_NW",4,33.5,"no","no",34,3,"B3R2","_NW","_1","_5.13",-0.82,-1.32
"374","7/14/21",195,2021,"B3R2_SW",4,33.4,"no","no",36,3,"B3R2","_SW","_1","_5.9",-1.01,-1.2
"375","7/14/21",195,2021,"B3R2_SW",4,31.7,"no","no",45,3,"B3R2","_SW","_1","_5.12",-1.04,-1.53
"376","7/14/21",195,2021,"B3R3_NW",4,36.4,"no","no",54,3,"B3R3","_NW","_1","_5.5",-0.78,-1.23
"377","7/14/21",195,2021,"B3R3_SW",4,30.3,"no","no",56,3,"B3R3","_SW","_1","_5.7",-0.64,-1.31
"378","7/14/21",195,2021,"B3R3_SW",4,29.7,"no","no",65,3,"B3R3","_SW","_1","_5.10",-0.71,-1.76
"379","7/14/21",195,2021,"B1R1_NE",1,NA,"no","no",4,1,"B1R1","_NE","_1","_5.12",NA,-0.45
"380","7/14/21",195,2021,"B1R1_NE",1,NA,"no","no",13,1,"B1R1","_NE","_1","_5.3",NA,-0.52
"381","7/14/21",195,2021,"B1R1_SW",1,NA,"no","no",6,1,"B1R1","_SW","_1","_5.8",NA,-0.62
"382","7/14/21",195,2021,"B1R3_NW",1,NA,"no","no",44,1,"B1R3","_NW","_1","_5.6",NA,-0.4
"383","7/14/21",195,2021,"B1R3_NW",1,NA,"no","no",53,1,"B1R3","_NW","_1","_5.11",NA,-0.5
"384","7/14/21",195,2021,"B1R3_SW",1,NA,"no","no",46,1,"B1R3","_SW","_1","_5.4",NA,-0.55
"385","7/14/21",195,2021,"B1R4_NE",1,NA,"no","no",58,1,"B1R4","_NE","_1","_5.10",NA,-0.4
"386","7/14/21",195,2021,"B1R4_NE",1,NA,"no","no",67,1,"B1R4","_NE","_1","_5.14",NA,-0.3
"387","7/14/21",195,2021,"B1R4_SW",1,NA,"no","no",60,1,"B1R4","_SW","_1","_5.7",NA,-0.42
"388","7/14/21",195,2021,"B2R1_NE",1,NA,"no","no",23,2,"B2R1","_NE","_1","_5.7",NA,-0.5
"389","7/14/21",195,2021,"B2R1_SE",1,NA,"no","no",16,2,"B2R1","_SE","_1","_5.11",NA,-0.55
"390","7/14/21",195,2021,"B2R1_SE",1,NA,"no","no",25,2,"B2R1","_SE","_1","_5.7",NA,-0.6
"391","7/14/21",195,2021,"B2R2_NE",1,NA,"no","no",24,2,"B2R2","_NE","_1","_5.4",NA,-0.42
"392","7/14/21",195,2021,"B2R2_NE",1,NA,"no","no",33,2,"B2R2","_NE","_1","_5.12",NA,-0.37
"393","7/14/21",195,2021,"B2R2_SE",1,NA,"no","no",35,2,"B2R2","_SE","_1","_5.3",NA,-0.58
"394","7/14/21",195,2021,"B2R3_NE",1,NA,"no","no",48,2,"B2R3","_NE","_1","_5.9",NA,-0.32
"395","7/14/21",195,2021,"B2R3_SW",1,NA,"no","no",49,2,"B2R3","_SW","_1","_5.3",NA,-0.4
"396","7/14/21",195,2021,"B2R3_SW",1,NA,"no","no",50,2,"B2R3","_SW","_1","_5.14",NA,-0.3
"397","7/14/21",195,2021,"B3R1_NE",1,NA,"no","no",27,3,"B3R1","_NE","_1","_5.5",NA,-0.34
"398","7/14/21",195,2021,"B3R1_NE",1,NA,"no","no",20,3,"B3R1","_NE","_1","_5.8",NA,-0.32
"399","7/14/21",195,2021,"B3R1_SE",1,NA,"no","no",29,3,"B3R1","_SE","_1","_5.8",NA,-0.35
"400","7/14/21",195,2021,"B3R2_NW",1,NA,"no","no",34,3,"B3R2","_NW","_1","_5.13",NA,-0.34
"401","7/14/21",195,2021,"B3R2_SW",1,NA,"no","no",36,3,"B3R2","_SW","_1","_5.9",NA,-0.65
"402","7/14/21",195,2021,"B3R2_SW",1,NA,"no","no",45,3,"B3R2","_SW","_1","_5.12",NA,-0.6
"403","7/14/21",195,2021,"B3R3_NW",1,NA,"no","no",54,3,"B3R3","_NW","_1","_5.5",NA,-0.34
"404","7/14/21",195,2021,"B3R3_SW",1,NA,"no","no",56,3,"B3R3","_SW","_1","_5.7",NA,-0.52
"405","7/14/21",195,2021,"B3R3_SW",1,NA,"no","no",65,3,"B3R3","_SW","_1","_5.10",NA,-0.44
"406","7/28/21",209,2021,"B1R1_NW",4,34.2,"no","no",4,1,"B1R1","_NW","_1","_5.14",-0.54,-1.2
"407","7/28/21",209,2021,"B1R1_SE",4,32.1,"no","no",6,1,"B1R1","_SE","_1","_5.3",-0.75,-0.9
"408","7/28/21",209,2021,"B1R1_SE",4,28.2,"no","no",15,1,"B1R1","_SE","_1","_5.10",-0.55,-1.35
"409","7/28/21",209,2021,"B1R3_NE",4,39.8,"no","no",53,1,"B1R3","_NE","_1","_5.14",-0.63,-0.83
"410","7/28/21",209,2021,"B1R3_SE",4,30.1,"no","no",46,1,"B1R3","_SE","_1","_5.6",-0.6,-1.4
"411","7/28/21",209,2021,"B1R3_SE",4,31.1,"no","no",55,1,"B1R3","_SE","_1","_5.10",-0.72,-1.25
"412","7/28/21",209,2021,"B1R4_NW",4,34,"no","no",67,1,"B1R4","_NW","_1","_5.14",-0.61,-1.07
"413","7/28/21",209,2021,"B1R4_SE",4,28.5,"no","no",60,1,"B1R4","_SE","_1","_5.10",-0.6,-1.2
"414","7/28/21",209,2021,"B1R4_SE",4,29.2,"no","no",69,1,"B1R4","_SE","_1","_5.6",-0.65,-1.2
"415","7/28/21",209,2021,"B2R1_NW",4,32.6,"no","no",14,2,"B2R1","_NW","_1","_5.5",NA,-0.91
"416","7/28/21",209,2021,"B2R1_NW",4,30.5,"no","no",23,2,"B2R1","_NW","_1","_5.10",-0.6,-1.15
"417","7/28/21",209,2021,"B2R1_SW",4,28.8,"no","no",16,2,"B2R1","_SW","_1","_5.3",-0.45,-1.22
"418","7/28/21",209,2021,"B2R2_NW",4,36.5,"no","no",24,2,"B2R2","_NW","_1","_5.4",NA,NA
"419","7/28/21",209,2021,"B2R2_SW",4,NA,"no","no",26,2,"B2R2","_SW","_1","_5.10",NA,NA
"420","7/28/21",209,2021,"B2R2_SW",4,30.1,"no","no",35,2,"B2R2","_SW","_1","_5.13",-0.9,-1.25
"421","7/28/21",209,2021,"B2R3_NW",4,NA,"no","no",47,2,"B2R3","_NW","_1","_5.7",-0.63,-1.28
"422","7/28/21",209,2021,"B2R3_NW",4,36.8,"no","no",48,2,"B2R3","_NW","_1","_5.14",-0.47,-1.07
"423","7/28/21",209,2021,"B2R3_SE",4,33.5,"no","no",50,2,"B2R3","_SE","_1","_5.5",-0.6,-1.3
"424","7/28/21",209,2021,"B3R1_NW",4,34.6,"no","no",18,3,"B3R1","_NW","_1","_5.6",-0.52,-1.26
"425","7/28/21",209,2021,"B3R1_SW",4,33.4,"no","no",20,3,"B3R1","_SW","_1","_5.9",-0.527,-1.04
"426","7/28/21",209,2021,"B3R1_SW",4,32.7,"no","no",29,3,"B3R1","_SW","_1","_5.14",-0.65,-1.05
"427","7/28/21",209,2021,"B3R2_NE",4,34.9,"no","no.",34,3,"B3R2","_NE","_1","_5.14",-0.62,-1.12
"428","7/28/21",209,2021,"B3R2_NE",4,33.8,"no","no",43,3,"B3R2","_NE","_1","_5.7",-0.57,-1.06
"429","7/28/21",209,2021,"B3R2_SE",4,31.7,"no","no",45,3,"B3R2","_SE","_1","_5.7",-0.6,-1.25
