SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1630355628,1141.1,20210830 13:33:47,13:33:47,15,B2R2,_SE,_5.3,_1,nc,1630355620,0.006088018,6.088017952,13.86878774,380.625,262.2726623,26.3069931,38.17820416,0.221619699,2.931792837,0.212715639,0.13371746,372.3656146,43.03578851,41.62737,8.082992804,64.10338701,5.405267387,8.432108878,2.677725416,-268.4815917,126.9170139,10.8180626,241.6190994,4,1,1,0,50354.34739,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.666666,13.86878774,#DIV/0!,0.008658973,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.978333,1601.666666,0.842992069,0.195984137,6,0.5,0: Broadleaf,1630355620,380.625,400.0394333,53.88886,46.98006667,380.8602,53.45350667,500.227,100.104,0.199984667,42.43034333,41.62737,999.9,0,0,10002.39,0,1696.438667,1899.978333,0.900001,0.099998533,0,826.9473,4.99979,16032.37,16171.40333,53.4517,54.812,53.812,54.062,55.062,1705.481333,189.4953333,0,1630355623,0,825.34568,-256.3972312,-4678.015392,16002.516,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,13.8701308,-0.026792023,0.054142395,1,-19.39849032,-1.048456452,0.108540129,0,6.866490645,3.193006452,0.24026926,0,1,3,3-Jan,100,100,-0.236,0.4353,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,21.5,21.3,1.06567,2.5647,1.59912,2.30347,1.69678,2.46826,43.8092,15.5768,18,500.188,481.925,41.3596,40.49,29.9999,40.1302,40.0462,21.3037,0,100,-999.9,400,58.5861,97.6695,99.0058
11,1630355721,1234.1,20210830 13:35:20,13:35:20,15,B2R2,_SE,_5.3,_2,nc,1630355713,0.006315065,6.315065357,14.82826654,379.3492258,270.1758727,27.0991634,38.0494622,0.257684753,2.931414829,0.245729462,0.15460882,372.363869,43.1261545,41.01413871,7.824870283,63.74704835,5.417342245,8.498185225,2.407528038,-278.4943822,247.3194469,21.03705762,362.2259913,2,0,1,0,50320.17755,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.65622,14.82826654,#DIV/0!,0.009258083,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.965484,1601.65622,0.842992272,0.195984544,6,0.5,0: Broadleaf,1630355713,379.3492258,400.0082581,54.01034516,46.8449,379.5849355,53.57499355,500.2329677,100.1019677,0.199969387,42.57907097,41.01413871,999.9,0,0,10000.43871,0,1679.263226,1899.965484,0.89999471,0.100005271,0,713.6359355,4.99979,13896.29355,16171.25484,53.45529032,54.88093548,53.776,54.139,55.062,1705.458387,189.5070968,0,1630355716,0,713.2197692,-83.70044442,-1517.740171,13888.12692,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,14.83602565,-0.217199829,0.035374538,1,-20.65514194,-0.722491935,0.068344784,1,7.143686452,2.580452419,0.193829881,0,2,3,3-Feb,100,100,-0.235,0.4353,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,23,22.9,1.06567,2.56104,1.59912,2.30347,1.69678,2.60254,43.8641,15.568,18,503.711,481.414,41.3513,40.4618,30,40.0945,40.0109,21.3086,0,100,-999.9,400,58.5861,97.696,98.9857
12,1630355811,1324.6,20210830 13:36:51,13:36:51,15,B2R2,_SE,_5.3,_3,nc,1630355803,0.004768233,4.768232879,8.194420373,387.9519032,282.5079444,28.33587342,38.91202439,0.152260647,2.931599309,0.14799985,0.092872791,372.3651916,43.59841889,41.99410968,8.240858651,61.25843516,5.226315334,8.531584786,3.014543317,-210.27907,104.2736946,8.913594408,275.2734106,0,0,1,0,50313.31051,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.664572,8.194420373,#DIV/0!,0.00511619,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.975806,1601.664572,0.842992088,0.195984175,6,0.5,0: Broadleaf,1630355803,387.9519032,399.9991613,52.10623226,46.68513548,388.1857097,51.67086129,500.2432258,100.1011935,0.199962516,42.65386774,41.99410968,999.9,0,0,10001.56742,0,1607.149677,1899.975806,0.900000484,0.099999348,0,969.8842903,4.99979,18983.58387,16171.3871,53.526,54.99593548,53.83841935,54.308,55.129,1705.479355,189.4964516,0,1630355806,0,963.06316,-504.6586923,-9713.246154,18854.352,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,8.204922416,-1.248563077,0.095336375,0,-12.04739677,0.916432258,0.071576003,1,5.421096452,1.364351129,0.102816903,0,1,3,3-Jan,100,100,-0.234,0.4354,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,24.6,24.4,1.06567,2.56592,1.59912,2.30347,1.69678,2.41089,43.9192,15.533,18,515.395,480.527,41.379,40.4658,30.0001,40.0906,40.0109,21.3027,0,100,-999.9,400,58.5861,97.6998,98.981
13,1630355956,1469.6,20210830 13:39:16,13:39:16,15,B3R2,_SW,_5.9,_1,nc,1630355948,0.005813018,5.81301771,13.21785763,381.4642903,264.7063612,26.55309081,38.26525323,0.214032797,2.931915206,0.205715973,0.129292789,372.3614574,43.13134315,41.40509355,7.988592512,63.27480729,5.342391215,8.443156833,2.646201297,-256.354081,165.9982567,14.13537746,296.1410106,0,0,1,0,50353.88807,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.648525,13.21785763,#DIV/0!,0.008252658,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.956774,1601.648525,0.842992087,0.195984173,6,0.5,0: Broadleaf,1630355948,381.4642903,399.9790323,53.25801613,46.65662581,381.6994839,52.82265806,500.2062581,100.1114839,0.200011065,42.45528065,41.40509355,999.9,0,0,10002.33968,0,1216.125806,1899.956774,0.900001,0.099999039,0,1007.528645,4.99979,20027.98387,16171.20968,53.5,54.70122581,53.812,54.062,55.06403226,1705.462581,189.4945161,0,1630355951,0,999.95796,-496.1810762,-9593.423062,19879.636,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,13.23126478,-1.650982012,0.12534117,0,-18.5148,1.266304839,0.099116829,0,6.601397097,1.857000484,0.140198404,0,0,3,0/3,100,100,-0.235,0.4354,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,27,26.8,1.06445,2.55493,1.59912,2.30347,1.69678,2.59888,43.9467,15.5242,18,514.557,481.473,41.2431,40.4268,29.9996,40.0621,39.9788,21.3028,0,100,-999.9,400,58.5861,97.6958,98.9674
14,1630356058,1571.6,20210830 13:40:58,13:40:58,15,B3R2,_SW,_5.9,_2,nc,1630356050,0.007109145,7.109145096,16.9303509,376.4860968,276.274721,27.71429865,37.76693027,0.323427039,2.931410064,0.304829745,0.192100312,372.3712851,42.81198341,40.61093226,7.659070063,64.7717562,5.472699051,8.449205908,2.186371012,-313.5132987,293.6334078,24.91559334,377.4069875,0,0,1,0,50337.86867,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.689007,16.9303509,#DIV/0!,0.010570311,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1900.004516,1601.689007,0.842992211,0.195984421,6,0.5,0: Broadleaf,1630356050,376.4860968,400.003129,54.55553548,46.49380645,376.7224194,54.12018065,500.2377419,100.1142581,0.200018065,42.46892258,40.61093226,999.9,0,0,9999.183871,0,1390.139226,1900.004516,0.899997032,0.100002974,0,806.1197419,4.99979,15610.5129,16171.6,53.409,54.625,53.71748387,53.937,55.002,1705.497419,189.5070968,0,1630356053,0,803.9472,-136.8091536,-2573.284611,15569.404,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,16.94188563,-1.493875082,0.114580588,0,-23.51701935,1.098203226,0.087595951,0,8.061724516,1.685475968,0.126573361,0,0,3,0/3,100,100,-0.236,0.4353,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,28.7,28.5,1.06445,2.55981,1.59912,2.30347,1.69678,2.50732,43.9467,15.4892,18,517.337,480.48,41.2537,40.3466,29.9997,39.9879,39.9044,21.297,0,100,-999.9,400,58.5861,97.7164,99.019
15,1630356145,1658.1,20210830 13:42:24,13:42:24,15,B3R2,_SW,_5.9,_3,nc,1630356137,0.006143516,6.143516293,16.81283731,377.0534516,234.6556034,23.53847634,37.82250933,0.217414874,2.930897314,0.208835945,0.131265042,372.3643658,43.1161273,41.71312903,8.119671866,63.33602051,5.367116558,8.474035019,2.752555308,-270.9290685,128.2571521,10.94502101,240.6374703,1,0,1,0,50314.77319,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.660314,16.81283731,#DIV/0!,0.01049713,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.970645,1601.660314,0.842992137,0.195984273,6,0.5,0: Broadleaf,1630356137,377.0534516,399.9972903,53.50490645,46.53056774,377.2896129,53.06955161,500.2459677,100.1107419,0.19999429,42.52482903,41.71312903,999.9,0,0,9996.613548,0,492.2926129,1899.970645,0.899999065,0.100000887,0,872.9356452,4.99979,16968.45161,16171.31935,53.35670968,54.58435484,53.625,53.875,54.97154839,1705.471613,189.4990323,0,1630356140,0,870.04224,-204.2424619,-3929.707698,16913.932,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,16.82081731,-0.392981943,0.03197852,1,-22.93009355,-1.773812903,0.137505326,0,6.925704839,5.758462258,0.435091875,0,1,3,3-Jan,100,100,-0.236,0.4354,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,30.1,29.9,1.06567,2.5647,1.59912,2.30591,1.69678,2.48413,43.9743,15.4717,18,504.921,480.634,41.2678,40.2982,29.9999,39.9444,39.861,21.2967,0,100,-999.9,400,58.5861,97.7312,99.0128
16,1630356236,1749.1,20210830 13:43:55,13:43:55,15,B3R2,_SW,_5.10,_1,nc,1630356228,0.005471981,5.471980683,12.76502352,382.1878,258.3990673,25.91892904,38.33565876,0.193523465,2.931043387,0.186694869,0.117277742,372.3691986,43.24900769,41.50236333,8.029784601,62.49696065,5.284971961,8.456366367,2.74481264,-241.3143481,155.2841659,13.23496638,299.5739827,4,1,1,0,50325.03404,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.681868,12.76502352,#DIV/0!,0.007969762,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.996333,1601.681868,0.842992083,0.195984167,6,0.5,0: Broadleaf,1630356228,382.1878,400.0055,52.68859,46.47164667,382.4228667,52.25323333,500.2783,100.1058667,0.199948333,42.48506,41.50236333,999.9,0,0,9997.932667,0,578.5703667,1899.996333,0.9000011,0.099999,0,819.5852,4.99979,16329.38333,16171.53667,53.3729,54.6103,53.6684,53.937,55,1705.499,189.4983333,0,1630356231,0,814.50136,-400.9149994,-7896.861528,16227.484,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,12.79329734,-1.32355123,0.100070839,0,-17.83226129,1.064627419,0.081648,0,6.200359032,1.258949032,0.094449408,0,0,3,0/3,100,100,-0.235,0.4354,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,31.6,31.5,1.06445,2.55859,1.59912,2.30469,1.69678,2.5293,44.0019,15.4629,18,501.37,480.43,41.263,40.2842,29.9998,39.9089,39.8278,21.2952,0,100,-999.9,400,58.5861,97.7368,99.0131
17,1630356382,1895.6,20210830 13:46:22,13:46:22,15,B3R2,_SW,_5.10,_2,nc,1630356374,0.008055114,8.055113806,17.94377419,374.8462667,274.1368566,27.4985821,37.60071143,0.344797544,2.93186703,0.323750312,0.204127803,372.3654779,42.41528365,41.17982,7.893895107,66.40414946,5.565566253,8.381353121,2.328328855,-355.2305188,179.4950793,15.25837378,211.8884122,0,0,1,0,50374.86032,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.663866,17.94377419,#DIV/0!,0.011203208,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.974667,1601.663866,0.842992222,0.195984444,6,0.5,0: Broadleaf,1630356374,374.8462667,399.9906333,55.48383667,46.35818,375.0830667,55.04848,500.2282333,100.1096667,0.200019667,42.31541333,41.17982,999.9,0,0,10002.24667,0,1629.816667,1899.974667,0.8999963,0.100003823,0,763.9259333,4.99979,14888.13667,16171.33667,53.30786667,54.5872,53.6166,53.875,54.875,1705.471333,189.505,0,1630356377,0,762.50692,-119.2393844,-2272.07692,14861.48,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,17.95659966,-1.045998195,0.080858225,0,-25.14727097,0.858866129,0.069321677,1,9.121361935,1.022856774,0.076246509,0,1,3,3-Jan,100,100,-0.236,0.4353,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,34.1,33.9,1.06567,2.56348,1.59912,2.30469,1.69678,2.56958,44.0571,15.4279,18,507.048,479.748,41.1953,40.2097,30,39.8383,39.7565,21.3047,0,100,-999.9,400,58.5861,97.7601,99.0092
18,1630356445,1958,20210830 13:47:24,13:47:24,15,B3R2,_SW,_5.10,_3,nc,1630356437,0.006029314,6.029314072,13.78105302,380.7183667,247.937515,24.86945095,38.18807632,0.194857596,2.930542339,0.187935198,0.118060961,372.3642279,43.12149953,42.22015333,8.339484755,63.10687394,5.340948836,8.463339257,2.998535919,-265.8927506,44.33396636,3.792465121,154.5979088,0,0,1,0,50308.73631,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.660261,13.78105302,#DIV/0!,0.00860423,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.970667,1601.660261,0.842992099,0.195984198,6,0.5,0: Broadleaf,1630356437,380.7183667,400.0011,53.24691667,46.40022,380.9535667,52.81155667,500.2358333,100.1053333,0.1999833,42.50076333,42.22015333,999.9,0,0,9995.131333,0,1594.130667,1899.970667,0.899999933,0.100000017,0,1057.375467,4.99979,20634.6,16171.34333,53.375,54.7934,53.687,54.062,54.9811,1705.474,189.4966667,0,1630356440,0,1049.86336,-747.7822319,-14126.3231,20492.284,15,1630354348,13:12:28,1630354338,1630354348,1,0.453,-0.015,-0.231,0.435,400,50,0.46,0.03,13.78710626,-0.368419703,0.034832226,1,-19.28276333,-0.966500556,0.079176518,1,6.846695667,3.522806763,0.256925012,0,2,3,3-Feb,100,100,-0.235,0.4354,-0.419960274,0.000778235,-8.34E-07,1.66E-10,0.43536,0,0,0,2,2117,2,28,35.1,34.9,1.06567,2.56836,1.59912,2.30469,1.69678,2.52197,44.14,15.4279,18,509.626,479.843,41.2669,40.231,30.0005,39.85,39.7696,21.3021,0,100,-999.9,400,58.5861,97.7574,99.0026
19,1630356632,2145,20210830 13:50:31,13:50:31,15,B1R3,_SW,_5.4,_1,nc,1630356624,0.008267608,8.267607701,17.58996732,375.1851667,288.5712342,28.93945776,37.62556345,0.399884727,2.930373968,0.371854789,0.234763687,372.3712646,42.36390353,40.65411333,7.676679516,66.73849833,5.594525062,8.382755385,2.082154453,-364.6014996,262.9589408,22.30922914,293.037935,0,0,1,0,50332.75731,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.688861,17.58996732,#DIV/0!,0.010982138,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1900.004333,1601.688861,0.842992215,0.195984429,6,0.5,0: Broadleaf,1630356624,375.1851667,400.0035,55.78608333,46.4229,375.3262,55.34097667,500.2395,100.0853333,0.199983867,42.31859667,40.65411333,999.9,0,0,9996.169333,0,1678.495,1900.004333,0.899995833,0.100004147,0,807.2998333,4.99979,15876.97667,16171.59667,53.6166,55,53.937,54.187,55.187,1705.497,189.5073333,0,1630356627,0,804.94616,-174.654769,-3419.776918,15830.364,15,1630356518,13:48:37,1630356513,1630356518,2,0.096,0.01,-0.136,0.445,400,47,0.25,0.17,17.61010626,-1.539132009,0.117858858,0,-24.81837667,1.355380645,0.10262904,0,9.363184,1.240878487,0.090590256,0,0,3,0/3,100,100,-0.142,0.4451,-0.32455995,0.000778235,-8.34E-07,1.66E-10,0.445105,0,0,0,2,2117,2,28,2,1.9,1.06445,2.56836,1.59912,2.30469,1.69678,2.41455,44.2509,15.3841,18,516.488,478.02,41.2455,40.3734,30.0002,39.9681,39.8864,21.2983,0,100,-999.9,400,58.5861,97.7127,98.9857
20,1630356753,2266,20210830 13:52:32,13:52:32,15,B1R3,_SW,_5.4,_2,nc,1630356745,0.005173658,5.173658313,12.95881907,382.0856129,237.5810522,23.82534659,38.31670106,0.165556794,2.93036364,0.160530528,0.100770459,372.360918,43.2478885,42.06097742,8.269928268,62.40838502,5.255915506,8.421809833,3.014012762,-228.1583316,54.67646947,4.671857031,203.550913,1,0,1,0,50318.30792,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.644411,12.95881907,#DIV/0!,0.008090946,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.951613,1601.644411,0.842992211,0.195984422,6,0.5,0: Broadleaf,1630356745,382.0856129,399.999871,52.41081935,46.53059355,382.2255484,51.96571613,500.2361613,100.0830645,0.199960452,42.40707097,42.06097742,999.9,0,0,9996.337097,0,366.0154839,1899.951613,0.899996903,0.100003165,0,1146.869677,4.99979,22397.40645,16171.14194,53.62093548,54.937,53.95529032,54.177,55.187,1705.450645,189.5019355,0,1630356748,0,1143.48,-574.6700855,-11192.06838,22332.00769,15,1630356518,13:48:37,1630356513,1630356518,2,0.096,0.01,-0.136,0.445,400,47,0.25,0.17,12.96037383,-0.409982978,0.041663027,1,-17.92073,-0.459585317,0.043370805,1,5.895194,2.859854416,0.208830159,0,2,3,3-Feb,100,100,-0.14,0.4452,-0.32455995,0.000778235,-8.34E-07,1.66E-10,0.445105,0,0,0,2,2117,2,28,4,3.9,1.06445,2.57324,1.59912,2.30469,1.69678,2.4292,44.3342,15.3666,18,504.579,477.969,41.2057,40.4176,30.0001,40.0186,39.9344,21.2966,0,100,-999.9,400,58.5861,97.7053,98.9938
21,1630356826,2339.5,20210830 13:53:46,13:53:46,15,B1R3,_SW,_5.4,_3,nc,1630356818,0.004475489,4.47548938,11.58800665,384.0472581,250.2615729,25.09760356,38.51436607,0.159580477,2.932229569,0.154907905,0.097225857,372.3704019,43.39633066,41.17154516,7.890435239,61.62834568,5.181896334,8.408300233,2.708538906,-197.3690817,190.4831251,16.19451712,381.6789625,5,1,1,0,50374.58253,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.687364,11.58800665,#DIV/0!,0.007234874,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1900.002903,1601.687364,0.842992061,0.195984123,6,0.5,0: Broadleaf,1630356818,384.0472581,400.008,51.67144839,46.58073548,384.1866129,51.22633548,500.2326129,100.0855161,0.199970258,42.37650645,41.17154516,999.9,0,0,10006.7271,0,575.2083871,1900.002903,0.900001645,0.099998223,0,968.799871,4.99979,18754.23226,16171.61613,53.56606452,54.81809677,53.895,54.10467742,55.125,1705.504839,189.4974194,0,1630356821,0,958.18888,-649.0788451,-12204.26152,18555.12,15,1630356518,13:48:37,1630356513,1630356518,2,0.096,0.01,-0.136,0.445,400,47,0.25,0.17,11.60033486,-0.78762635,0.069719127,0,-15.96210667,-0.227725028,0.055279972,1,5.079290667,3.34047644,0.243854694,0,1,3,3-Jan,100,100,-0.14,0.4451,-0.32455995,0.000778235,-8.34E-07,1.66E-10,0.445105,0,0,0,2,2117,2,28,5.2,5.1,1.06567,2.5647,1.59912,2.30835,1.69678,2.60132,44.3899,15.3754,18,499.021,477.14,41.1923,40.4206,30.0002,40.0273,39.9442,21.3048,0,100,-999.9,400,58.5861,97.7157,98.9852
22,1630357048,2561.5,20210830 13:57:28,13:57:28,15,B3R3,_SW,_5.7,_1,nc,1630357040,0.006580655,6.580654644,13.64214324,380.6038333,282.3236928,28.30096561,38.15285884,0.268812143,2.929250617,0.255820902,0.161002942,372.3706546,42.93735387,40.96946667,7.806349106,63.91865385,5.397557686,8.444417022,2.40879142,-290.2068698,235.0912797,19.9959005,337.250965,0,0,1,0,50278.73581,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.690791,13.64214324,#DIV/0!,0.008517339,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1900.007333,1601.690791,0.842991899,0.195983799,6,0.5,0: Broadleaf,1630357040,380.6038333,399.9691333,53.84475,46.37733667,380.7439,53.39964333,500.2793333,100.0430333,0.199937167,42.45812333,40.96946667,999.9,0,0,9993.994333,0,587.5013333,1900.007333,0.900006,0.099994173,0,745.4148333,4.99979,15351.48,16171.68,53.5,54.4958,53.812,53.87913333,55.0914,1705.519667,189.4876667,0,1630357043,0,744.46504,-82.53484602,-1844.623074,15337.828,15,1630356518,13:48:37,1630356513,1630356518,2,0.096,0.01,-0.136,0.445,400,47,0.25,0.17,13.66379433,-1.222084134,0.099074284,0,-19.37316667,1.245869633,0.100966081,0,7.461691,0.707681513,0.051157439,1,1,3,3-Jan,100,100,-0.14,0.4451,-0.32455995,0.000778235,-8.34E-07,1.66E-10,0.445105,0,0,0,2,2117,2,28,8.9,8.8,1.06567,2.56714,1.59912,2.30713,1.69678,2.57935,44.3621,15.3316,18,512.155,476.684,41.1754,40.498,29.9997,40.092,40.0109,21.3064,0,100,-999.9,400,58.5861,97.6956,98.9665
23,1630357135,2648.5,20210830 13:58:55,13:58:55,15,B3R3,_SW,_5.7,_2,nc,1630357127,0.004113782,4.11378175,12.62546867,382.9577097,237.5413265,23.81275207,38.3902756,0.156846387,2.930338023,0.15232729,0.095599733,372.3644225,43.40324133,40.62861613,7.666277395,61.31145964,5.131806422,8.370060755,2.534470973,-181.4177752,262.4283496,22.25871738,475.6337143,0,0,1,0,50335.58023,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.660102,12.62546867,#DIV/0!,0.007882739,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.970323,1601.660102,0.842992168,0.195984336,6,0.5,0: Broadleaf,1630357127,382.9577097,399.9910968,51.19173548,46.5100129,383.0974194,50.74663226,500.224871,100.0468065,0.199969194,42.28976129,40.62861613,999.9,0,0,9999.813871,0,1844.104839,1899.970323,0.899997871,0.100002242,0,955.8959355,4.99979,18512.60968,16171.32258,53.437,54.437,53.69309677,53.75,55,1705.469032,189.5009677,0,1630357130,0,951.7433846,-410.2495726,-7666.673504,18434.75385,15,1630356518,13:48:37,1630356513,1630356518,2,0.096,0.01,-0.136,0.445,400,47,0.25,0.17,12.65220797,-1.452211976,0.116078125,0,-17.03811667,0.108395106,0.064693019,1,4.666410333,4.524772325,0.330279877,0,1,3,3-Jan,100,100,-0.139,0.4451,-0.32455995,0.000778235,-8.34E-07,1.66E-10,0.445105,0,0,0,2,2117,2,28,10.4,10.3,1.06567,2.56592,1.59912,2.30713,1.69678,2.59155,44.3342,15.3228,18,511.108,477.057,41.1229,40.4441,30,40.051,39.9677,21.3193,0,100,-999.9,400,58.5861,97.726,98.9714
24,1630357216,2729.5,20210830 14:00:16,14:00:16,15,B3R3,_SW,_5.7,_3,nc,1630357208,0.004803461,4.803461283,13.82143174,381.2400645,246.31719,24.69197098,38.21726209,0.187291831,2.929575126,0.180885009,0.1136105,372.3634109,43.18624385,40.72582903,7.706003042,62.44266665,5.21554216,8.352529511,2.490460882,-211.8326426,240.7070656,20.42723497,421.6650689,2,0,1,0,50320.90981,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.65503,13.82143174,#DIV/0!,0.008629469,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.964194,1601.65503,0.842992218,0.195984436,6,0.5,0: Broadleaf,1630357208,381.2400645,400.0142258,52.02815484,46.56654194,381.38,51.58304839,500.2419032,100.0446129,0.199998419,42.24987742,40.72582903,999.9,0,0,9995.685484,0,1662.150968,1899.964194,0.899996258,0.100003694,0,695.8918065,4.99979,13618.3129,16171.26129,53.437,54.61483871,53.75,53.812,54.98983871,1705.460645,189.5035484,0,1630357211,0,694.01352,-115.4387691,-2231.830765,13583.3,15,1630356518,13:48:37,1630356513,1630356518,2,0.096,0.01,-0.136,0.445,400,47,0.25,0.17,13.84142321,-1.195824778,0.090900999,0,-18.77468333,0.055194661,0.015674397,1,5.45049,3.259516618,0.237652589,0,1,3,3-Jan,100,100,-0.14,0.4451,-0.32455995,0.000778235,-8.34E-07,1.66E-10,0.445105,0,0,0,2,2117,2,28,11.7,11.6,1.06567,2.5769,1.59912,2.30591,1.69678,2.47314,44.3342,15.2966,18,503.366,476.655,41.1123,40.4337,30.0003,40.0549,39.972,21.3218,0,100,-999.9,400,58.5861,97.7176,98.9792
